Region,Site Name,EPA ID,City,State,Zip Code,County,Primary Latitude,Primary Longitude,FF,NAI,NPL Status,Site Category,Category Code,HRS Score,Listing (Finalized) Date,Proposed Date,Preferred Contaminant Name,CAS Number,Site ID
1,ATLAS TACK CORP.,MAD001026319,FAIRHAVEN,MA,2719,BRISTOL,41.635561,-70.89445,N,N,Currently on the Final NPL,Manufacturing/Processing/Maintenance,MP,42.59999847,2/21/1990,6/24/1988,VANADIUM,7440-62-2,100376
1,ATLAS TACK CORP.,MAD001026319,FAIRHAVEN,MA,2719,BRISTOL,41.635561,-70.89445,N,N,Currently on the Final NPL,Manufacturing/Processing/Maintenance,MP,42.59999847,2/21/1990,6/24/1988,XYLENE (MIXED ISOMERS),1330-20-7,100376
1,ATLAS TACK CORP.,MAD001026319,FAIRHAVEN,MA,2719,BRISTOL,41.635561,-70.89445,N,N,Currently on the Final NPL,Manufacturing/Processing/Maintenance,MP,42.59999847,2/21/1990,6/24/1988,ZINC,7440-66-6,100376
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,1,1-TRICHLOROETHANE",71-55-6,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,1,2-TRICHLOROETHANE",79-00-5,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,1-DICHLOROETHANE",75-34-3,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,1-DICHLOROETHENE",75-35-4,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,2-DICHLOROETHANE",107-06-2,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",540-59-0,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,2-DICHLOROPROPANE",78-87-5,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,2-DIMETHYLBENZENE (O-XYLENE)",95-47-6,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,3-DIMETHYLBENZENE (M-XYLENE)",108-38-3,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,4-DICHLOROBENZENE",106-46-7,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"1,4-DIMETHYLBENZENE (P-XYLENE)",106-42-3,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,"2,4-DIMETHYLPHENOL",105-67-9,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,2-BUTANONE (METHYL ETHYL KETONE),78-93-3,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,2-CHLOROPHENOL,95-57-8,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,2-HEXANONE,591-78-6,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,2-METHYLNAPHTHALENE,91-57-6,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,4-CHLORO-3-METHYLPHENOL,35421-08-0,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),108-10-1,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,4-METHYLPHENOL (P-CRESOL),106-44-5,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,ACETONE,67-64-1,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,AROCLOR 1242,53469-21-9,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,ARSENIC,7440-38-2,101137
1,AUBURN ROAD LANDFILL,NHD980524086,LONDONDERRY,NH,3053,ROCKINGHAM,42.9302,-71.3529,N,N,Currently on the Final NPL,Waste Management,WM,36.29999924,9/8/1983,12/30/1982,BENZENE,71-43-2,101137
