Rank,epoch,train_MSE,train_RMSE,train_R2,validation_MSE,validation_RMSE,validation_R2,best_so_far
217,652,2030.016602,45.05570554,0.398369491,2726.560059,52.21647306,0.19929862,FALSE
218,581,2075.121094,45.55349705,0.385001957,2726.600586,52.21686113,0.199286759,FALSE
219,564,2045.618652,45.22851592,0.393745542,2726.632324,52.21716503,0.199277401,FALSE
220,471,2137.707764,46.23535188,0.36645335,2726.774414,52.21852558,0.199235678,FALSE
221,435,2112.052734,45.95707491,0.374056697,2727.138672,52.22201329,0.199128687,FALSE
222,714,2011.752563,44.85256474,0.403782368,2727.839111,52.22871922,0.198922992,FALSE
223,663,2031.783691,45.07531133,0.397845745,2728.216797,52.23233478,0.198812127,FALSE
224,426,2145.90918,46.32395902,0.364022732,2728.277832,52.23291905,0.198794127,FALSE
225,519,2109.300049,45.9271167,0.374872446,2728.857422,52.23846688,0.198623896,FALSE
226,553,2077.581543,45.5804952,0.384272814,2728.910645,52.2389763,0.198608339,FALSE
227,800,1970.72229,44.392818,0.415942371,2729.221436,52.24195092,0.198517084,FALSE
228,777,1961.626221,44.29024973,0.41863811,2729.493652,52.2445562,0.198437095,FALSE
229,595,2084.546387,45.65683286,0.382208586,2729.999268,52.2493949,0.198288679,FALSE
230,520,2086.620117,45.67953718,0.381594062,2730.147217,52.25081068,0.198245168,FALSE
231,767,1961.556763,44.2894656,0.418658733,2730.368408,52.25292727,0.198180199,FALSE
232,494,2112.491699,45.96185048,0.37392658,2730.568115,52.2548382,0.198121607,FALSE
233,756,1984.562744,44.54843144,0.411840558,2730.571777,52.25487324,0.198120534,FALSE
234,745,1979.730591,44.49416356,0.413272619,2730.830566,52.2573494,0.198044479,FALSE
235,731,1981.868164,44.51817791,0.412639081,2730.972412,52.25870657,0.198002815,FALSE
236,839,1960.716309,44.27997638,0.418907821,2731.170166,52.2605986,0.19794476,FALSE
237,377,2164.044434,46.51929098,0.358648062,2731.493896,52.26369578,0.197849751,FALSE
238,642,2029.621216,45.05131758,0.398486674,2731.880615,52.26739534,0.197736144,FALSE
239,340,2187.279785,46.76836308,0.351761818,2733.071777,52.27878898,0.197386384,TRUE
240,333,2179.145508,46.68131862,0.354172587,2734.462646,52.29208971,0.196977854,TRUE
241,753,2000.910034,44.73153288,0.406995714,2734.468018,52.29214107,0.196976304,FALSE
242,615,2069.283447,45.4893773,0.386732042,2734.481934,52.29227413,0.196972251,FALSE
243,336,2175.577637,46.64308777,0.355229974,2734.668213,52.29405523,0.196917474,FALSE
244,427,2121.744141,46.062394,0.371184468,2735.334717,52.3004275,0.196721792,FALSE
245,571,2081.37915,45.62213443,0.383147299,2735.612549,52.30308355,0.196640193,FALSE
246,569,2096.665039,45.78935508,0.378617048,2735.666748,52.30360167,0.196624279,FALSE
247,810,1974.24707,44.43250016,0.41489774,2736.123779,52.30797051,0.196490049,FALSE
248,785,2000.671875,44.72887071,0.407066286,2736.237549,52.309058,0.196456611,FALSE
249,872,1943.778564,44.08830417,0.423927605,2736.308838,52.30973942,0.19643569,FALSE
250,523,2124.961914,46.09730918,0.370230794,2737.495361,52.32107951,0.196087301,FALSE
251,724,1996.982544,44.68761063,0.408159733,2738.199951,52.32781241,0.195880353,FALSE
252,563,2090.932617,45.72671667,0.380315959,2738.532959,52.33099425,0.195782602,FALSE
253,765,1991.738037,44.6288924,0.409713984,2738.622803,52.33185266,0.195756137,FALSE
254,344,2182.274414,46.71482007,0.353245258,2738.639893,52.33201594,0.195751131,FALSE
255,625,2061.02417,45.39850405,0.389179885,2738.712402,52.33270872,0.195729852,FALSE
256,725,1984.313965,44.54563912,0.411914229,2739.315674,52.33847222,0.195552707,FALSE
257,783,1972.171509,44.40913767,0.41551286,2739.438232,52.33964303,0.195516765,FALSE
258,696,2039.48291,45.16063452,0.39556396,2740.029785,52.34529382,0.195342958,FALSE
259,1005,1924.920654,43.8739177,0.429516494,2740.077148,52.34574623,0.19532907,FALSE
260,869,1946.723999,44.12169533,0.423054695,2740.235596,52.34725968,0.195282578,FALSE
261,776,1989.447998,44.60322856,0.410392702,2740.841309,52.35304488,0.195104659,FALSE
262,597,2063.527344,45.42606459,0.388437986,2740.9646,52.35422237,0.195068479,FALSE
263,813,1966.347656,44.34351876,0.417238891,2741.890869,52.3630678,0.194796503,FALSE
264,828,1959.421021,44.26534785,0.419291675,2741.92749,52.36341748,0.194785714,FALSE
265,1004,1932.024048,43.9547955,0.427411258,2742.056885,52.36465301,0.194747686,FALSE
266,362,2171.059814,46.59463289,0.356568933,2742.235107,52.36635473,0.194695354,FALSE
267,784,1962.468872,44.29976154,0.418388426,2743.140625,52.375,0.194429457,FALSE
268,554,2099.251221,45.81758637,0.377850592,2743.256348,52.37610474,0.194395423,FALSE
269,862,1965.314819,44.33187137,0.417544961,2743.463623,52.37808342,0.194334567,FALSE
270,480,2119.588623,46.03899025,0.371823311,2743.634033,52.37971013,0.194284558,FALSE
271,401,2157.450684,46.44836578,0.3606022,2743.658203,52.37994085,0.194277406,FALSE
272,863,1955.521118,44.2212745,0.420447528,2743.797852,52.38127386,0.194236457,FALSE
273,740,2027.18811,45.02430577,0.399207771,2744.62085,52.38912912,0.193994761,FALSE
274,734,1982.276001,44.52275824,0.412518203,2744.730469,52.39017531,0.193962574,FALSE
275,502,2129.978271,46.15168763,0.368744135,2744.784912,52.3906949,0.19394654,FALSE
276,998,1930.650635,43.93916971,0.427818298,2744.952393,52.39229326,0.193897367,FALSE
277,743,1985.719727,44.56141522,0.411497653,2745.073975,52.39345355,0.193861663,FALSE
278,870,1953.559692,44.19909153,0.421028793,2745.19165,52.39457654,0.193827152,FALSE
279,919,1945.856201,44.1118601,0.423311889,2745.33667,52.39596044,0.193784535,FALSE
280,630,2086.076416,45.67358554,0.381755233,2745.852051,52.40087834,0.193633199,FALSE
281,653,2028.335327,45.03704394,0.398867786,2745.876953,52.40111595,0.193625867,FALSE
282,1048,1926.00769,43.88630413,0.429194331,2746.189941,52.40410233,0.193533897,FALSE
283,570,2059.554443,45.38231421,0.389615476,2746.800537,52.40992785,0.193354666,FALSE
284,470,2110.967041,45.94526136,0.374378383,2747.167969,52.41343309,0.193246722,FALSE
285,827,1966.603882,44.34640777,0.417162955,2747.860596,52.42004002,0.193043351,FALSE
286,812,1958.708984,44.25730431,0.419502735,2747.878418,52.42021001,0.193038106,FALSE
287,718,2015.618774,44.89564316,0.402636528,2747.990967,52.42128353,0.193005025,FALSE
288,654,2094.21875,45.76263487,0.37934202,2748.088379,52.42221265,0.192976475,FALSE
289,596,2103.32666,45.86203942,0.376642823,2748.21582,52.42342816,0.192938983,FALSE
290,995,1952.526489,44.18740193,0.421335042,2748.460205,52.42575898,0.192867219,FALSE
291,1002,1928.464966,43.91429113,0.428466082,2748.677002,52.4278266,0.192803562,FALSE
292,717,2031.427246,45.07135727,0.397951424,2749.018555,52.43108386,0.192703307,FALSE
293,883,1941.883545,44.06680775,0.42448926,2749.106689,52.43192433,0.192677438,FALSE
294,882,1941.708984,44.06482707,0.424540937,2750.022217,52.44065424,0.192408562,FALSE
295,337,2191.659912,46.81516754,0.350463688,2750.163574,52.442002,0.192367017,FALSE
296,1001,1928.614746,43.91599647,0.428421676,2750.663086,52.4467643,0.19222033,FALSE
297,992,1933.662354,43.97342781,0.426925719,2750.740234,52.44749979,0.19219768,FALSE
298,860,1952.383057,44.1857789,0.42137754,2750.860107,52.44864257,0.192162514,FALSE
299,600,2061.173096,45.40014423,0.389135659,2750.953857,52.44953629,0.192134917,FALSE
300,1470,1888.111084,43.45240021,0.440425634,2751.220947,52.45208239,0.192056477,FALSE
301,667,2049.060059,45.26654458,0.392725587,2751.460938,52.45437005,0.191986024,FALSE
302,778,1985.488892,44.55882507,0.411566019,2751.754639,52.45716956,0.191899776,FALSE
303,815,1980.97522,44.50814779,0.412903726,2751.760986,52.45723007,0.191897869,FALSE
304,334,2179.071045,46.68052104,0.354194641,2752.207275,52.46148373,0.191766858,FALSE
305,644,2072.220215,45.52164556,0.385861754,2752.3479,52.46282398,0.191725552,FALSE
306,531,2082.686523,45.63646046,0.382759869,2752.352295,52.46286587,0.191724241,FALSE
307,922,1933.782471,43.97479358,0.426890135,2752.465332,52.46394316,0.191691041,FALSE
308,829,1958.243652,44.25204687,0.41964066,2752.486328,52.46414326,0.191684902,FALSE
309,332,2192.759277,46.82690762,0.35013783,2752.648438,52.46568819,0.191637278,TRUE
310,363,2179.757568,46.68787389,0.353991151,2752.699219,52.46617214,0.191622376,FALSE
311,838,1955.724365,44.22357251,0.420387268,2752.783447,52.46697482,0.191597641,FALSE
312,1072,1928.606201,43.91589918,0.42842418,2753.316162,52.47205125,0.191441238,FALSE
313,754,1984.259766,44.54503076,0.411930323,2753.414307,52.47298645,0.191412389,FALSE
314,897,1941.835083,44.06625787,0.424503565,2753.555908,52.47433571,0.191370845,FALSE
315,695,2015.730347,44.89688571,0.402603447,2753.583984,52.47460323,0.19136256,FALSE
316,1522,1868.478882,43.22590522,0.446244001,2753.678955,52.47550815,0.191334665,FALSE
317,1008,1927.277466,43.9007684,0.428817987,2753.864258,52.47727373,0.191280246,FALSE
318,962,1935.875,43.99857952,0.426269948,2754.530273,52.4836191,0.191084683,FALSE
319,801,1967.957397,44.36166586,0.416761816,2754.725098,52.48547511,0.191027462,FALSE
320,1011,1920.563354,43.8242325,0.430807829,2754.919678,52.48732873,0.190970302,FALSE
321,772,2004.605103,44.77281656,0.405900598,2755.027832,52.48835901,0.190938592,FALSE
322,775,1969.870972,44.3832285,0.416194677,2755.045166,52.48852414,0.190933466,FALSE
323,680,2061.47876,45.40351043,0.389045179,2755.04834,52.48855437,0.190932512,FALSE
324,1007,1921.094727,43.83029462,0.430650353,2755.116455,52.48920322,0.190912545,FALSE
325,707,2042.071289,45.1892829,0.394796908,2755.477051,52.49263806,0.190806687,FALSE
326,816,1959.196411,44.2628107,0.419358253,2755.588379,52.49369847,0.190773964,FALSE
327,842,1965.305298,44.33176398,0.417547822,2755.758057,52.49531462,0.190724075,FALSE
328,1041,1943.738892,44.08785424,0.423939347,2756.322021,52.50068591,0.190558493,FALSE
329,657,2042.845337,45.1978466,0.39456749,2756.887451,52.50607061,0.190392494,FALSE
330,375,2148.192627,46.34859898,0.363345981,2756.933105,52.50650536,0.190379083,FALSE
331,463,2109.513184,45.929437,0.374809265,2756.953857,52.50670298,0.190372944,FALSE
332,976,1933.077637,43.96677878,0.427099049,2757.040527,52.50752829,0.190347493,FALSE
333,590,2044.350098,45.21448991,0.394121528,2757.099365,52.50808857,0.190330207,FALSE
334,915,1947.169189,44.12674007,0.42292273,2757.107422,52.50816529,0.190327823,FALSE
335,799,1990.859863,44.61905269,0.409974277,2757.400146,52.51095263,0.190241873,FALSE
336,744,2018.826782,44.93135634,0.401685774,2757.563721,52.51251014,0.190193832,FALSE
337,1132,1911.829834,43.72447637,0.43339622,2757.876221,52.51548553,0.190102041,FALSE
338,1031,1934.008301,43.97736123,0.426823199,2758.121094,52.51781692,0.190030158,FALSE
339,923,1958.338989,44.25312406,0.419612408,2758.284912,52.51937654,0.189982057,FALSE
340,631,2057.577637,45.3605295,0.390201271,2758.399658,52.52046895,0.18994832,FALSE
341,768,1980.014526,44.49735415,0.413188457,2758.551758,52.52191693,0.189903677,FALSE
342,624,2061.502441,45.40377122,0.389038086,2758.750732,52.5238111,0.189845204,FALSE
343,511,2142.174805,46.28363431,0.365129411,2759.133545,52.52745515,0.18973285,FALSE
344,836,2005.240845,44.77991564,0.405712187,2759.134766,52.52746677,0.189732492,FALSE
345,443,2169.721924,46.58027398,0.356965423,2759.203125,52.52811747,0.189712405,FALSE
346,975,1935.980347,43.99977667,0.426238775,2759.261475,52.52867288,0.189695239,FALSE
347,755,2027.652344,45.02946084,0.399070203,2759.657959,52.53244673,0.189578891,FALSE
348,913,1937.507446,44.01712674,0.425786138,2760.054932,52.53622495,0.189462245,FALSE
349,567,2106.015381,45.8913432,0.375845969,2760.107178,52.53672218,0.189446926,FALSE
350,710,2052.530273,45.30485927,0.391697168,2760.15625,52.53718921,0.189432502,FALSE
351,526,2128.583496,46.13657439,0.369157493,2760.290039,52.53846247,0.189393222,FALSE
352,329,2214.945068,47.06320291,0.343562782,2760.355469,52.53908515,0.18937403,TRUE
353,323,2205.562744,46.96341921,0.346343338,2760.380127,52.53931982,0.189366758,TRUE
354,406,2183.826904,46.73143379,0.35278517,2760.67749,52.54214965,0.189279437,FALSE
355,469,2151.701416,46.38643569,0.362306118,2761.223877,52.54734891,0.189119041,FALSE
356,1504,1878.755371,43.34461179,0.443198383,2761.970215,52.55445,0.188899815,FALSE
357,846,1955.479492,44.22080384,0.420459867,2762.014404,52.55487041,0.188886821,FALSE
358,713,2008.605835,44.81747243,0.404714942,2762.289307,52.55748573,0.188806117,FALSE
359,373,2197.233887,46.87466146,0.348811805,2762.303711,52.55762277,0.188801885,FALSE
360,938,1939.657837,44.04154671,0.425148845,2762.309814,52.55768083,0.188800097,FALSE
361,655,2065.774414,45.45079113,0.387772083,2762.313721,52.55771799,0.188798904,FALSE
362,331,2186.916748,46.76448169,0.351869404,2762.461914,52.55912779,0.188755393,FALSE
363,1038,1942.749146,44.07662811,0.424232721,2762.59375,52.56038194,0.18871671,FALSE
364,711,2040.84021,45.17565949,0.395161688,2763.107422,52.56526821,0.188565791,FALSE
365,899,1945.982544,44.11329215,0.423274457,2763.224854,52.5663852,0.188531339,FALSE
366,771,1978.273438,44.47778589,0.413704455,2763.249023,52.5666151,0.188524306,FALSE
367,1037,1924.530273,43.86946858,0.429632187,2763.432129,52.56835673,0.188470483,FALSE
368,728,2030.158325,45.05727827,0.39832747,2763.601563,52.56996826,0.188420713,FALSE
369,741,1993.808838,44.6520866,0.409100294,2763.741943,52.57130342,0.188379526,FALSE
370,760,2012.608765,44.86210834,0.403528571,2763.858154,52.57240868,0.188345373,FALSE
371,338,2185.9729,46.7543891,0.352149129,2763.885742,52.57267106,0.188337326,FALSE
372,817,1999.354126,44.71413788,0.407456875,2763.921631,52.57301238,0.188326716,FALSE
373,774,2005.255493,44.7800792,0.405707836,2763.9375,52.57316331,0.188322067,FALSE
374,342,2189.395996,46.790982,0.351134658,2764.252441,52.57615849,0.18822962,FALSE
375,939,1937.132935,44.01287237,0.425897181,2764.384277,52.57741224,0.188190818,FALSE
376,506,2098.282959,45.80701867,0.378137529,2764.685059,52.58027252,0.188102603,FALSE
377,726,2051.337402,45.29169242,0.392050683,2764.957275,52.58286104,0.188022614,FALSE
378,840,1955.095825,44.21646554,0.420573592,2765.169678,52.5848807,0.187960207,FALSE
379,429,2155.825928,46.43087257,0.361083686,2765.188965,52.58506409,0.187954545,FALSE
380,880,1954.18042,44.20611292,0.420844853,2765.314941,52.58626191,0.187917531,FALSE
381,515,2104.269287,45.87231504,0.376363456,2765.362305,52.58671224,0.187903702,FALSE
382,989,1940.736938,44.05379596,0.424829066,2765.453125,52.58757577,0.187876999,FALSE
383,935,1971.182617,44.3980024,0.415805936,2765.70459,52.58996663,0.187803149,FALSE
384,434,2183.030518,46.72291213,0.353021145,2765.714355,52.59005947,0.187800288,FALSE
385,742,2031.800537,45.07549819,0.397840798,2765.760742,52.59050049,0.187786698,FALSE
386,1519,1871.34729,43.25907177,0.44539386,2765.977051,52.59255699,0.18772316,FALSE
387,1051,1925.518799,43.8807338,0.42933923,2766.036621,52.59312333,0.187705636,FALSE
388,898,1946.050293,44.11406004,0.423254311,2766.647217,52.59892791,0.187526345,FALSE
389,809,1966.628418,44.34668441,0.417155683,2766.707031,52.59949649,0.187508702,FALSE
390,1010,1935.312134,43.99218264,0.426436782,2766.724365,52.59966127,0.187503636,FALSE
391,873,1994.957397,44.66494596,0.408759892,2766.894531,52.6012788,0.187453687,FALSE
392,1141,1912.898071,43.73669022,0.4330796,2767.068604,52.60293341,0.187402546,FALSE
393,407,2134.101318,46.19633447,0.36752218,2767.17749,52.60396839,0.187370598,FALSE
394,1226,1922.716675,43.84879331,0.430169642,2767.198486,52.60416796,0.187364459,FALSE
395,648,2097.416504,45.79756002,0.378394306,2767.489014,52.60692933,0.187279165,FALSE
396,322,2224.911377,47.16896625,0.340609074,2767.649414,52.60845383,0.187231958,TRUE
397,1091,1914.623291,43.75640857,0.432568312,2767.682617,52.60876939,0.187222242,FALSE
398,859,1987.588501,44.58237882,0.410943806,2767.689697,52.60883668,0.187220216,FALSE
399,457,2131.25415,46.16550823,0.368365943,2767.82373,52.61011053,0.187180817,FALSE
400,988,1925.989746,43.88609969,0.429199636,2768.217529,52.61385302,0.187065184,FALSE
401,764,1988.301636,44.59037604,0.410732448,2768.282227,52.61446784,0.18704617,FALSE
402,289,2257.117432,47.50912998,0.331064284,2768.480469,52.61635172,0.186987996,TRUE
403,1075,1931.426025,43.94799228,0.427588522,2768.691895,52.61836081,0.186925828,FALSE
404,1492,1874.157837,43.29154464,0.444560945,2769.052246,52.6217849,0.18682003,FALSE
405,884,1962.319092,44.29807097,0.418432832,2769.078613,52.62203543,0.186812282,FALSE
406,1517,1867.655518,43.2163802,0.446488023,2769.125488,52.62248083,0.186798573,FALSE
407,1131,1911.50769,43.72079243,0.433491647,2769.401123,52.62509974,0.186717629,FALSE
408,1503,1895.610107,43.53860479,0.438203156,2769.523926,52.6262665,0.186681509,FALSE
409,282,2272.703613,47.67288132,0.326445043,2769.53418,52.62636392,0.186678529,TRUE
410,861,1962.324707,44.29813435,0.418431163,2769.78833,52.62877853,0.186603844,FALSE
411,527,2123.825684,46.08498328,0.370567501,2769.924316,52.63007046,0.186563969,FALSE
412,950,1952.559326,44.18777349,0.421325266,2770.293457,52.63357728,0.186455548,FALSE
413,1528,1869.4375,43.23699226,0.445959866,2770.468018,52.63523551,0.186404288,FALSE
414,1068,1940.383911,44.049789,0.424933672,2770.603516,52.63652264,0.186364532,FALSE
415,1227,1897.4104,43.55927456,0.437669635,2770.651367,52.63697719,0.186350405,FALSE
416,1144,1918.03479,43.79537407,0.431557238,2770.860352,52.6389623,0.186289072,FALSE
417,826,1972.43689,44.41212548,0.415434241,2771.06543,52.64091023,0.186228812,FALSE
418,387,2167.917725,46.56090339,0.357500136,2771.125732,52.641483,0.186211169,FALSE
419,533,2106.538818,45.89704586,0.375690818,2771.152344,52.64173576,0.186203301,FALSE
420,297,2243.474121,47.36532615,0.335107625,2771.448975,52.64455313,0.186116219,FALSE
421,900,1939.474609,44.0394665,0.425203145,2771.748535,52.64739818,0.186028242,FALSE
422,386,2193.91626,46.83925981,0.349795043,2771.783691,52.64773206,0.186017931,FALSE
423,837,1957.762573,44.24661087,0.419783235,2772.115723,52.6508853,0.185920358,FALSE
424,318,2217.627441,47.09169185,0.342767775,2772.378418,52.65337993,0.185843289,FALSE
425,757,2033.993652,45.09981876,0.397190809,2772.427979,52.65385056,0.185828745,FALSE
426,703,2069.646484,45.49336748,0.386624455,2772.450928,52.65406848,0.18582195,FALSE
427,1418,1876.909546,43.32331411,0.443745434,2772.63623,52.65582808,0.185767531,FALSE
428,787,2019.986328,44.94425801,0.401342154,2772.636719,52.65583271,0.185767412,FALSE
429,1061,1927.790161,43.90660726,0.428666055,2772.694824,52.65638446,0.185750365,FALSE
430,1505,1875.894165,43.31159389,0.444046319,2772.729004,52.65670901,0.185740292,FALSE
431,649,2092.483154,45.74366791,0.379856467,2772.815674,52.65753198,0.185714841,FALSE
432,881,1970.844971,44.39419974,0.415906012,2773.088379,52.66012133,0.185634792,FALSE
433,378,2184.166748,46.73506979,0.352684379,2773.776367,52.66665327,0.185432673,FALSE
434,1076,1927.46582,43.90291357,0.428762138,2773.810059,52.66697313,0.185422778,FALSE
435,298,2244.008545,47.37096732,0.334949255,2773.988525,52.6686674,0.185370445,FALSE
436,550,2132.795654,46.18220062,0.367909133,2774.033936,52.66909849,0.185357094,FALSE
437,552,2143.99707,46.30331598,0.364589393,2774.205322,52.67072548,0.185306787,FALSE
438,1200,1897.890137,43.56478092,0.437527418,2774.383545,52.67241731,0.185254395,FALSE
439,997,1942.100464,44.06926893,0.424424946,2774.454346,52.67308939,0.185233653,FALSE
440,335,2189.114258,46.78797129,0.351218104,2774.756592,52.67595839,0.185144842,FALSE
441,871,1962.315918,44.29803515,0.418433726,2774.806641,52.67643345,0.185130119,FALSE
442,949,1938.523438,44.02866609,0.425485075,2774.977295,52.67805326,0.185080051,FALSE
443,288,2260.765869,47.5475117,0.329982996,2775.042236,52.67866965,0.185060978,FALSE
444,402,2217.778809,47.09329898,0.342722893,2775.132568,52.67952703,0.185034513,FALSE
445,388,2195.005859,46.85088963,0.349472046,2775.153076,52.67972168,0.185028434,FALSE
446,343,2215.580566,47.06995397,0.343374372,2775.156982,52.67975875,0.185027301,FALSE
447,1162,1905.602417,43.65320626,0.435241759,2775.175781,52.67993718,0.185021758,FALSE
448,433,2163.813721,46.51681116,0.358716369,2775.319336,52.68129968,0.184979618,FALSE
449,818,1978.740845,44.48303997,0.413565934,2775.364014,52.68172372,0.184966445,FALSE
450,994,1928.931519,43.9196029,0.428327799,2775.447998,52.6825208,0.184941828,FALSE
451,727,2011.670654,44.85165163,0.403806627,2775.46167,52.68265056,0.184937835,FALSE
452,346,2197.125488,46.87350518,0.348843873,2775.696777,52.68488187,0.184868813,FALSE
453,920,1952.138184,44.18300786,0.421450078,2776.161377,52.68929091,0.184732378,FALSE
454,1320,1884.397583,43.4096485,0.441526175,2776.289307,52.6905049,0.184694767,FALSE
455,325,2227.127441,47.19245111,0.33995223,2776.346924,52.69105165,0.184677839,FALSE
456,1518,1882.944946,43.39291355,0.441956699,2776.558838,52.69306252,0.184615612,FALSE
457,419,2214.829834,47.06197865,0.343596876,2776.772217,52.69508722,0.184552968,FALSE
458,936,1935.024048,43.98890824,0.426522136,2777.044678,52.69767241,0.184472978,FALSE
459,1049,1929.87207,43.93030924,0.428049088,2777.129883,52.69848084,0.184447885,FALSE
460,1121,1910.848145,43.71324907,0.43368715,2777.170166,52.69886304,0.184436083,FALSE
461,1421,1891.729126,43.49401253,0.439353406,2777.277588,52.69988224,0.184404552,FALSE
462,763,2048.812256,45.26380735,0.392799079,2777.301514,52.70010924,0.184397459,FALSE
463,1538,1861.836792,43.14900685,0.448212445,2777.55249,52.70249036,0.184323788,FALSE
464,593,2082.038086,45.62935553,0.382951975,2777.627197,52.70319912,0.184301853,FALSE
465,551,2104.343506,45.873124,0.376341462,2777.661377,52.70352338,0.18429184,FALSE
466,953,1966.739746,44.34793959,0.417122662,2778.027832,52.70699984,0.184184253,FALSE
467,281,2277.047852,47.71842256,0.325157523,2778.15625,52.70821805,0.184146523,TRUE
468,896,1987.204834,44.57807571,0.411057532,2778.303223,52.70961224,0.18410331,FALSE
469,999,1940.395874,44.04992479,0.424930155,2778.335938,52.70992257,0.184093714,FALSE
470,400,2195.213379,46.85310426,0.349410594,2778.37793,52.7103209,0.184081376,FALSE
471,368,2187.712158,46.77298535,0.351633668,2778.783447,52.71416742,0.183962286,FALSE
472,501,2152.110596,46.39084603,0.362184763,2778.819336,52.71450783,0.183951795,FALSE
473,1217,1900.207397,43.59136838,0.436840713,2778.989746,52.71612416,0.183901727,FALSE
474,1062,1928.529907,43.91503054,0.428446829,2779.07251,52.71690914,0.183877409,FALSE
475,341,2220.783936,47.12519428,0.34183228,2779.21875,52.71829616,0.183834434,FALSE
476,759,2063.266602,45.42319453,0.388515234,2779.21875,52.71829616,0.183834493,FALSE
477,1198,1900.924072,43.59958798,0.436628282,2779.473877,52.72071582,0.18375957,FALSE
478,1230,1897.811035,43.56387305,0.437550902,2780.051025,52.72618918,0.183590055,FALSE
479,1496,1887.62439,43.44679953,0.440569878,2780.166504,52.72728425,0.183556199,FALSE
480,1324,1888.018799,43.45133829,0.440452993,2780.208496,52.72768245,0.183543801,FALSE
481,1269,1910.055298,43.70417941,0.433922112,2780.252197,52.72809685,0.183530986,FALSE
482,310,2235.618652,47.28232918,0.337435782,2780.546143,52.73088414,0.183444679,FALSE
483,1107,1912.776855,43.73530445,0.433115482,2780.579834,52.73120361,0.183434784,FALSE
484,1366,1886.996582,43.43957392,0.440755963,2780.671387,52.73207171,0.183407843,FALSE
485,1246,1911.317871,43.71862156,0.433547914,2780.93335,52.73455556,0.183330953,FALSE
486,762,2009.221436,44.82433977,0.404532492,2780.939941,52.73461805,0.183329046,FALSE
487,1259,1901.062256,43.60117264,0.436587334,2780.975586,52.73495602,0.183318496,FALSE
488,428,2184.891113,46.74281884,0.352469742,2781.593506,52.74081442,0.183137119,FALSE
489,963,1930.977783,43.94289229,0.427721322,2782.02417,52.7448971,0.183010638,FALSE
490,845,1999.478882,44.71553289,0.40741986,2782.082275,52.74544791,0.182993531,FALSE
491,951,1933.482544,43.97138324,0.426979005,2782.168213,52.74626255,0.182968318,FALSE
492,706,2039.13562,45.1567893,0.395666897,2782.172852,52.74630652,0.182966948,FALSE
493,807,2004.469238,44.77129927,0.40594089,2782.277588,52.74729934,0.182936192,FALSE
494,1306,1897.343384,43.5585053,0.437689483,2782.328125,52.74777839,0.18292135,FALSE
495,339,2212.529785,47.03753592,0.344278514,2782.435059,52.74879201,0.182889998,FALSE
496,1138,1941.993164,44.06805151,0.424456775,2782.436768,52.74880821,0.182889402,FALSE
497,1521,1897.807983,43.56383802,0.437551796,2782.466309,52.74908823,0.182880759,FALSE
498,508,2147.430908,46.34038097,0.363571703,2782.470459,52.74912757,0.182879567,FALSE
499,414,2165.483887,46.53475998,0.358221471,2782.53418,52.74973156,0.182860851,FALSE
500,532,2144.936523,46.31345942,0.36431098,2782.575439,52.75012265,0.182848692,FALSE
501,1079,1922.219971,43.84312912,0.430316865,2782.627197,52.75061324,0.182833552,FALSE
502,1317,1888.448364,43.45628107,0.440325677,2782.646729,52.75079837,0.182827771,FALSE
503,911,1971.62793,44.40301712,0.415673971,2782.682861,52.75114085,0.182817221,FALSE
504,374,2211.361572,47.0251164,0.344624758,2782.702637,52.75132829,0.182811379,FALSE
505,1195,1902.060547,43.61261912,0.436291456,2782.994141,52.75409122,0.182725728,FALSE
506,1404,1880.140381,43.36058557,0.442787886,2782.996826,52.75411668,0.182725012,FALSE
507,1527,1917.234619,43.78623778,0.431794345,2783.27002,52.75670592,0.182644725,FALSE
508,1137,1908.602173,43.68755169,0.434352756,2783.301758,52.75700672,0.182635427,FALSE
509,1520,1871.051636,43.25565438,0.445481479,2783.309814,52.75708307,0.182633102,FALSE
510,1191,1912.598145,43.73326131,0.433168471,2783.39209,52.75786282,0.182608902,FALSE
511,1129,1937.245728,44.01415372,0.425863743,2783.512695,52.75900582,0.182573438,FALSE
512,879,2002.96582,44.75450615,0.406386435,2783.539795,52.75926265,0.18256557,FALSE
513,1523,1901.402344,43.60507245,0.436486542,2783.588379,52.75972307,0.182551265,FALSE
514,258,2319.562744,48.16183909,0.312557518,2783.671387,52.76050973,0.182526886,TRUE
515,1214,1905.613892,43.65333769,0.435238361,2783.764404,52.76139123,0.182499528,FALSE
516,1405,1876.941284,43.32368041,0.443735957,2783.892822,52.76260818,0.182461917,FALSE
517,1166,1932.448364,43.95962198,0.427285492,2784.001953,52.76364234,0.18242979,FALSE
518,1307,1898.172363,43.56801996,0.437443793,2784.249268,52.7659859,0.182357192,FALSE
519,273,2291.703613,47.87174128,0.320814073,2784.34375,52.76688119,0.182329416,FALSE
520,1526,1874.584473,43.29647183,0.444434464,2784.527344,52.76862082,0.182275534,FALSE
521,758,1999.932983,44.72061028,0.407285273,2784.538086,52.76872261,0.182272315,FALSE
522,534,2163.310547,46.51140233,0.358865499,2784.548096,52.76881746,0.182269394,FALSE
523,1199,1913.786743,43.74684838,0.432816207,2784.566162,52.76898864,0.182264149,FALSE
524,1535,1906.5354,43.66389126,0.434965253,2784.590088,52.76921534,0.182257116,FALSE
