cancer_rate,avg_annual_count,five_year_trend,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
497.6,685,0.2,1,0,0,0,0,1
497.5,438,0,0,1,0,0,0,1
497.5,156,-2.3,1,0,0,1,0,0
497.5,742,0,0,1,0,0,0,1
497.4,171,-0.4,1,0,0,0,0,1
497.2,22,1.3,1,0,0,0,0,1
497.2,581,0.6,0,1,0,0,0,1
497,118,0.7,1,0,0,0,0,1
497,87,0.3,1,0,0,0,0,1
497,170,1.1,0,1,0,0,0,1
496.9,343,0.1,1,0,0,0,0,1
496.9,290,0,0,1,0,0,0,1
496.8,1105,0.3,0,1,0,0,0,1
496.8,71,-0.3,1,0,0,0,0,1
496.6,330,-0.3,1,0,0,0,0,1
496.6,73,0.7,1,0,0,0,0,1
496.5,13,-0.3,1,0,0,0,0,1
496.5,74,0.6,1,0,0,0,0,1
496.5,520,-0.3,0,1,0,0,0,1
496.5,173,-0.4,0,1,0,0,0,1
496.5,110,0.3,1,0,0,0,0,1
496.5,19,-0.4,0,1,0,0,0,1
496.3,121,0.7,0,1,0,0,0,1
496.3,1514,-0.1,0,1,0,0,0,1
496.2,268,0.2,1,0,0,0,0,1
496.2,690,-1.5,1,0,0,0,0,1
496.2,408,0,1,0,0,0,0,1
496.1,86,1.4,0,1,0,0,1,0
496,438,-2,0,1,0,1,0,0
495.9,671,-0.5,0,1,0,0,0,1
495.9,181,-0.1,1,0,0,0,0,1
495.9,31,0.4,1,0,0,0,0,1
495.8,252,0,1,0,0,0,0,1
495.8,282,0.4,1,0,0,0,0,1
495.8,64,-0.8,1,0,0,0,0,1
495.7,742,-0.1,0,1,0,0,0,1
495.7,166,0.5,1,0,0,0,0,1
495.7,22,0.5,1,0,0,0,0,1
495.7,501,-0.1,1,0,0,0,0,1
495.6,202,3.5,1,0,0,0,1,0
495.6,1128,0.3,0,1,0,0,0,1
495.6,977,0.2,0,1,0,0,0,1
495.5,127,-0.4,0,1,0,0,0,1
495.3,113,0.1,1,0,0,0,0,1
495.2,535,-0.2,1,0,0,0,0,1
495.2,1619,-2.6,0,1,0,1,0,0
495.2,3142,-0.5,0,1,0,1,0,0
495.1,427,-0.1,1,0,0,0,0,1
495.1,26,8.8,1,0,0,0,1,0
495,88,0,1,0,0,0,0,1
494.9,571,0,0,1,0,0,0,1
494.9,7875,0.1,0,1,0,0,0,1
494.9,717,0.7,0,1,0,0,0,1
494.6,95,0.5,1,0,0,0,0,1
494.5,85,0.2,1,0,0,0,0,1
494.4,2047,-0.1,0,1,0,0,0,1
494.3,153,-0.5,0,1,0,0,0,1
494.1,2783,1.1,0,1,0,0,1,0
494.1,50,-0.1,1,0,0,0,0,1
494.1,1374,0.1,0,1,0,0,0,1
494,223,-0.2,1,0,0,0,0,1
494,175,0.4,1,0,0,0,0,1
494,167,-999,1,0,1,0,0,0
493.9,301,-0.6,1,0,0,0,0,1
493.9,1551,-0.4,0,1,0,1,0,0
493.9,222,-0.2,0,1,0,0,0,1
493.8,98,0.2,0,1,0,0,0,1
493.8,133,-0.1,1,0,0,0,0,1
493.8,684,-0.1,0,1,0,0,0,1
493.8,179,0.2,1,0,0,0,0,1
493.7,354,0.2,0,1,0,0,0,1
493.6,4800,-0.6,0,1,0,1,0,0
493.5,942,-0.9,0,1,0,0,0,1
493.5,58,0.7,1,0,0,0,0,1
493.3,149,0.7,0,1,0,0,0,1
493.3,65,-0.6,1,0,0,0,0,1
493.3,413,0.3,1,0,0,0,0,1
493.3,1115,0,0,1,0,0,0,1
493.2,397,0.3,0,1,0,0,0,1
493.2,281,0.1,1,0,0,0,0,1
493.2,733,2.4,0,1,0,0,1,0
493.1,343,0.4,1,0,0,0,0,1
493.1,1000,-0.1,0,1,0,0,0,1
493.1,401,0,1,0,0,0,0,1
493.1,331,-0.6,1,0,0,0,0,1
493,1290,-2.1,0,1,0,0,0,1
492.9,91,-1.6,1,0,0,0,0,1
492.9,142,0.6,0,1,0,0,0,1
492.7,1014,0.2,0,1,0,0,0,1
492.7,180,0.8,1,0,0,0,0,1
492.6,303,-0.4,0,1,0,0,0,1
492.6,192,0.5,1,0,0,0,0,1
492.5,204,2,1,0,0,0,0,1
492.5,240,0.3,1,0,0,0,0,1
492.5,107,-1,1,0,0,0,0,1
492.4,307,-1.1,0,1,0,0,0,1
492.4,271,1.9,1,0,0,0,1,0
492.4,105,0.7,1,0,0,0,0,1
492.3,104,0.1,1,0,0,0,0,1
492.3,232,3,0,1,0,0,1,0
492.3,919,0.4,0,1,0,0,0,1
492.3,8999,-0.7,0,1,0,1,0,0
492.3,128,-0.4,1,0,0,0,0,1
492.2,72,0.2,1,0,0,0,0,1
492.1,1015,-0.5,1,0,0,1,0,0
492.1,124,-0.3,1,0,0,0,0,1
492.1,171,0.1,0,1,0,0,0,1
492,507,-0.5,1,0,0,1,0,0
491.9,50,0.3,1,0,0,0,0,1
491.9,144,-1.6,1,0,0,1,0,0
491.9,154,-0.4,1,0,0,0,0,1
491.8,269,1.4,1,0,0,0,1,0
491.6,34,0.8,1,0,0,0,0,1
491.6,9,-0.2,1,0,0,0,0,1
491.5,148,-0.1,0,1,0,0,0,1
491.5,53,0.4,1,0,0,0,0,1
491.5,241,0.4,1,0,0,0,0,1
491.4,798,-0.2,0,1,0,0,0,1
491.4,149,1.3,0,1,0,0,1,0
491.3,251,0,1,0,0,0,0,1
491.3,358,0,1,0,0,0,0,1
491.2,751,-0.2,0,1,0,0,0,1
491.2,234,1.1,1,0,0,0,1,0
491.1,72,0.3,1,0,0,0,0,1
491.1,266,1.5,0,1,0,0,0,1
491.1,897,0,0,1,0,0,0,1
491,68,0.7,1,0,0,0,0,1
490.8,194,0.1,1,0,0,0,0,1
490.8,26,0.4,1,0,0,0,0,1
490.7,484,-0.3,0,1,0,0,0,1
490.7,20,-0.3,1,0,0,0,0,1
490.7,194,0,1,0,0,0,0,1
490.6,2531,0,0,1,0,0,0,1
490.6,152,0.1,1,0,0,0,0,1
490.6,5592,-0.6,0,1,0,1,0,0
490.5,57,0.2,1,0,0,0,0,1
490.5,473,-0.3,0,1,0,0,0,1
490.4,378,0.6,1,0,0,0,0,1
490.4,382,-2.3,1,0,0,1,0,0
490.4,1321,-0.1,0,1,0,0,0,1
490.3,105,0.2,1,0,0,0,0,1
490.2,649,0.4,1,0,0,0,0,1
490.2,149,-0.2,0,1,0,0,0,1
490.2,142,0,1,0,0,0,0,1
490,68,0.5,1,0,0,0,0,1
490,106,-0.3,0,1,0,0,0,1
490,8,31.9,1,0,0,0,1,0
489.9,165,-0.1,1,0,0,0,0,1
489.9,84,1.4,1,0,0,0,1,0
489.8,1285,-0.7,0,1,0,1,0,0
489.8,970,0.2,0,1,0,0,0,1
489.7,860,2.8,0,1,0,0,0,1
489.7,69,0,1,0,0,0,0,1
489.7,27,1.6,0,1,0,0,0,1
489.7,286,0.1,1,0,0,0,0,1
489.7,559,-0.4,1,0,0,1,0,0
489.6,597,1.7,0,1,0,0,0,1
489.6,1136,0.4,0,1,0,0,0,1
489.6,87,0,0,1,0,0,0,1
489.5,162,-0.1,1,0,0,0,0,1
489.5,2449,1,0,1,0,0,0,1
489.4,189,3.7,0,1,0,0,0,1
489.2,865,0,0,1,0,0,0,1
489.2,112,2.5,0,1,0,0,1,0
489.2,892,-0.7,0,1,0,1,0,0
489.2,332,0.3,1,0,0,0,0,1
489.1,1196,0,0,1,0,0,0,1
489.1,199,-0.3,1,0,0,0,0,1
489.1,135,-999,0,1,1,0,0,0
488.9,126,0.4,1,0,0,0,0,1
488.9,410,-0.1,0,1,0,0,0,1
488.9,658,0,0,1,0,0,0,1
488.8,146,0.6,1,0,0,0,0,1
488.8,441,-3.7,0,1,0,1,0,0
488.6,296,-0.1,1,0,0,0,0,1
488.6,158,0.2,1,0,0,0,0,1
488.5,27,-0.4,1,0,0,0,0,1
488.5,33,0.5,1,0,0,0,0,1
488.5,295,-0.1,0,1,0,0,0,1
488.5,1624,0.1,0,1,0,0,0,1
488.4,315,0,1,0,0,0,0,1
488.4,324,-1.5,1,0,0,1,0,0
488.4,234,-0.3,0,1,0,0,0,1
488.3,57,1,1,0,0,0,0,1
488.3,159,0.4,1,0,0,0,0,1
488.2,455,-0.3,0,1,0,0,0,1
488.2,249,-0.9,1,0,0,1,0,0
488.2,405,-0.1,1,0,0,0,0,1
488.2,648,-0.8,0,1,0,1,0,0
488.1,267,-0.6,1,0,0,0,0,1
488.1,99,-0.7,1,0,0,0,0,1
488,1115,0.1,0,1,0,0,0,1
488,65,0.1,1,0,0,0,0,1
487.9,1242,0.3,0,1,0,0,0,1
487.9,675,-2.6,1,0,0,0,0,1
487.9,438,-0.4,0,1,0,0,0,1
487.8,178,-4.1,0,1,0,0,0,1
487.8,162,2.1,0,1,0,0,0,1
487.7,151,1.9,1,0,0,0,0,1
487.7,31,-2.2,1,0,0,1,0,0
487.6,26,1.2,1,0,0,0,0,1
487.6,2031,0.5,0,1,0,0,0,1
487.6,171,-0.1,1,0,0,0,0,1
487.5,773,-0.6,0,1,0,0,0,1
487.5,182,0.4,0,1,0,0,0,1
487.4,291,0.1,1,0,0,0,0,1
487.4,3387,0.9,0,1,0,0,1,0
487.3,50,0.4,1,0,0,0,0,1
487.3,92,0,1,0,0,0,0,1
487.2,1165,-3,0,1,0,1,0,0
487.2,167,-0.1,1,0,0,0,0,1
487,352,0.5,1,0,0,0,0,1
487,33,1.2,1,0,0,0,0,1
487,56,-0.1,1,0,0,0,0,1
486.9,244,-0.5,1,0,0,0,0,1
486.8,248,0.4,1,0,0,0,0,1
486.7,150,2.7,1,0,0,0,1,0
486.7,83,-0.5,1,0,0,0,0,1
486.6,4441,0.7,0,1,0,0,0,1
486.6,177,0,1,0,0,0,0,1
486.5,1810,-0.7,0,1,0,1,0,0
486.5,251,0,1,0,0,0,0,1
486.4,218,2.4,1,0,0,0,0,1
486.3,1728,0,0,1,0,0,0,1
486.3,701,-0.2,1,0,0,0,0,1
486.3,734,-0.2,0,1,0,0,0,1
486.2,76,1.4,1,0,0,0,1,0
486.2,60,7.5,1,0,0,0,1,0
486.1,149,-0.6,1,0,0,0,0,1
486.1,269,-0.1,1,0,0,0,0,1
486.1,167,-5,1,0,0,0,0,1
486.1,630,1.3,0,1,0,0,1,0
486.1,124,-0.3,1,0,0,0,0,1
486.1,193,0,0,1,0,0,0,1
486,330,0,1,0,0,0,0,1
486,902,-0.3,0,1,0,0,0,1
486,276,-0.2,1,0,0,0,0,1
485.9,99,0.5,1,0,0,0,0,1
485.9,136,-1.5,0,1,0,1,0,0
485.8,210,1,1,0,0,0,1,0
485.7,152,2.1,1,0,0,0,0,1
485.6,588,-0.1,0,1,0,0,0,1
485.5,2942,-1.3,0,1,0,1,0,0
485.5,257,0.7,1,0,0,0,0,1
485.5,82,-0.5,1,0,0,0,0,1
485.5,516,0.3,0,1,0,0,0,1
485.5,59,2.8,1,0,0,0,0,1
485.5,83,0,1,0,0,0,0,1
485.4,233,0.2,0,1,0,0,0,1
485.4,7,2.5,1,0,0,0,1,0
485.4,275,-0.1,1,0,0,0,0,1
485.3,236,-8.5,1,0,0,1,0,0
485.3,226,-2.4,1,0,0,1,0,0
485.3,313,-4.5,1,0,0,1,0,0
485.3,87,0.3,1,0,0,0,0,1
485.2,1195,-0.5,0,1,0,0,0,1
485.2,245,-0.2,1,0,0,0,0,1
485.2,104,-0.2,0,1,0,0,0,1
485.1,622,-0.8,0,1,0,0,0,1
485.1,925,-1,0,1,0,1,0,0
485.1,37,-0.9,1,0,0,0,0,1
485.1,925,-1.1,0,1,0,1,0,0
485.1,464,0.3,0,1,0,0,0,1
485,231,0.4,1,0,0,0,0,1
485,505,0.6,1,0,0,0,0,1
484.9,194,0.6,0,1,0,0,1,0
484.8,33,1.3,1,0,0,0,0,1
484.8,228,0.2,0,1,0,0,0,1
484.7,391,1.1,0,1,0,0,1,0
484.7,224,0,0,1,0,0,0,1
484.7,181,-0.2,1,0,0,0,0,1
484.6,155,0.5,0,1,0,0,0,1
484.6,217,-0.6,1,0,0,0,0,1
484.5,58,0.6,0,1,0,0,0,1
484.5,821,1.5,0,1,0,0,1,0
484.5,210,-0.1,1,0,0,0,0,1
484.4,264,0.6,0,1,0,0,0,1
484.4,1407,0.3,0,1,0,0,0,1
484.2,5,1.9,1,0,0,0,0,1
484.1,469,-0.3,1,0,0,0,0,1
484.1,311,-0.4,1,0,0,0,0,1
484,242,-0.3,1,0,0,0,0,1
484,89,0.5,1,0,0,0,0,1
484,323,0.1,1,0,0,0,0,1
483.9,110,0.4,1,0,0,0,0,1
483.9,114,0.4,1,0,0,0,0,1
483.8,150,-0.2,1,0,0,0,0,1
483.8,1273,-0.2,0,1,0,0,0,1
483.8,279,-0.2,0,1,0,0,0,1
483.7,594,0.2,0,1,0,0,0,1
483.7,36,0.6,1,0,0,0,0,1
483.6,89,0.3,1,0,0,0,0,1
483.6,114,-0.4,1,0,0,0,0,1
483.5,212,-0.3,1,0,0,0,0,1
483.4,104,-0.9,1,0,0,0,0,1
483.3,242,0.2,1,0,0,0,0,1
483.2,1320,-0.3,0,1,0,0,0,1
483.1,301,0.6,1,0,0,0,1,0
483.1,280,0.5,1,0,0,0,0,1
483,53,1.3,1,0,0,0,1,0
483,1595,-0.2,0,1,0,0,0,1
483,231,0.4,1,0,0,0,0,1
483,1210,-0.1,0,1,0,0,0,1
482.9,326,-0.3,1,0,0,0,0,1
482.9,1496,-0.7,0,1,0,1,0,0
482.8,202,-0.3,1,0,0,0,0,1
482.8,203,1.8,0,1,0,0,0,1
482.7,1104,-0.5,0,1,0,1,0,0
482.7,37,-0.9,1,0,0,0,0,1
482.7,75,0.3,1,0,0,0,0,1
482.7,327,-0.4,1,0,0,0,0,1
482.6,95,0.4,1,0,0,0,0,1
482.6,47,1.7,1,0,0,0,1,0
482.6,159,-3.2,1,0,0,0,0,1
482.6,22,0.3,1,0,0,0,0,1
482.5,309,-0.2,0,1,0,0,0,1
482.5,52,-0.5,1,0,0,0,0,1
482.2,1447,-0.3,0,1,0,0,0,1
482.2,321,1.2,1,0,0,0,1,0
482.2,216,-0.2,1,0,0,0,0,1
482.1,67,0.8,1,0,0,0,0,1
482.1,150,0.9,1,0,0,0,0,1
482.1,1723,-0.2,0,1,0,0,0,1
482.1,4801,0.9,0,1,0,0,0,1
481.9,197,-0.1,1,0,0,0,0,1
481.9,483,-3.5,1,0,0,1,0,0
481.9,94,-0.5,0,1,0,0,0,1
481.8,1472,-0.4,0,1,0,1,0,0
481.7,248,1.8,1,0,0,0,0,1
481.7,421,0.2,0,1,0,0,0,1
481.6,253,1.1,1,0,0,0,1,0
481.6,131,0.6,0,1,0,0,0,1
481.5,594,-0.6,0,1,0,1,0,0
481.5,256,-0.2,1,0,0,0,0,1
481.4,286,-0.7,1,0,0,0,0,1
481.3,880,-0.1,0,1,0,0,0,1
481.2,256,0.5,1,0,0,0,0,1
481.1,46,0.8,1,0,0,0,0,1
481.1,44,0.5,1,0,0,0,0,1
481.1,121,0.2,1,0,0,0,0,1
481,250,-0.4,1,0,0,0,0,1
481,117,-0.4,1,0,0,0,0,1
480.9,275,-0.3,1,0,0,0,0,1
480.9,127,1,1,0,0,0,0,1
480.8,1524,-0.5,0,1,0,1,0,0
480.8,4382,-0.5,0,1,0,0,0,1
480.7,281,-0.1,0,1,0,0,0,1
480.7,62,-5.2,0,1,0,0,0,1
480.6,246,-1,1,0,0,1,0,0
480.6,593,-0.4,0,1,0,1,0,0
480.6,343,1.2,1,0,0,0,1,0
480.5,39,0.3,1,0,0,0,0,1
480.5,378,1.7,1,0,0,0,1,0
480.5,3002,-0.6,0,1,0,1,0,0
480.5,146,0.5,0,1,0,0,0,1
480.5,547,3.5,0,1,0,0,0,1
480.4,84,0.6,1,0,0,0,0,1
480.4,1334,-0.2,0,1,0,0,0,1
480.4,182,0.1,0,1,0,0,0,1
480.4,1761,0.4,0,1,0,0,0,1
480.3,86,0.8,1,0,0,0,1,0
480.3,1150,0,0,1,0,0,0,1
480.3,239,0.2,1,0,0,0,0,1
480.2,229,0,1,0,0,0,0,1
480.2,326,-1.7,0,1,0,1,0,0
480.1,360,0.3,1,0,0,0,0,1
480.1,61,0.6,1,0,0,0,0,1
480.1,7,-999,1,0,1,0,0,0
480,621,0.1,0,1,0,0,0,1
480,297,0.1,1,0,0,0,0,1
479.9,228,-0.4,1,0,0,0,0,1
479.9,74,-0.9,1,0,0,0,0,1
479.9,5234,0.1,0,1,0,0,0,1
479.8,92,7.9,0,1,0,0,1,0
479.8,334,-0.1,0,1,0,0,0,1
479.7,392,0,1,0,0,0,0,1
479.6,128,0.2,0,1,0,0,0,1
479.6,549,-0.8,1,0,0,1,0,0
479.6,150,3.3,0,1,0,0,1,0
479.6,761,-0.2,0,1,0,0,0,1
479.5,698,-0.1,0,1,0,0,0,1
479.5,54,-2.6,1,0,0,0,0,1
479.5,55,-0.2,1,0,0,0,0,1
479.4,574,-0.2,0,1,0,0,0,1
479.4,1173,-0.3,0,1,0,0,0,1
479.4,124,-0.1,0,1,0,0,0,1
479.4,1792,1.6,0,1,0,0,1,0
479.3,225,-0.3,0,1,0,0,0,1
479.3,922,-0.8,0,1,0,1,0,0
479.3,97,-0.2,1,0,0,0,0,1
479.3,227,0.1,1,0,0,0,0,1
479.3,54,0.4,1,0,0,0,0,1
479.2,3230,-0.4,0,1,0,0,0,1
479.2,39,-0.2,0,1,0,0,0,1
479.1,206,-1,0,1,0,0,0,1
479.1,210,0.3,1,0,0,0,0,1
479,417,-0.1,1,0,0,0,0,1
478.9,147,0.1,1,0,0,0,0,1
478.9,39,0.9,1,0,0,0,0,1
478.9,181,0.2,1,0,0,0,0,1
478.9,92,1.3,1,0,0,0,0,1
478.8,117,0.7,1,0,0,0,0,1
478.8,56,-0.3,1,0,0,0,0,1
478.8,82,0,1,0,0,0,0,1
478.8,138,-0.1,1,0,0,0,0,1
478.8,501,0.2,0,1,0,0,0,1
478.7,115,-0.9,0,1,0,0,0,1
478.6,935,0.8,0,1,0,0,1,0
478.6,57,1.6,1,0,0,0,1,0
478.5,37,-0.2,0,1,0,0,0,1
478.5,10218,-1.4,0,1,0,1,0,0
478.4,238,-5.3,1,0,0,1,0,0
478.4,1632,-0.7,0,1,0,1,0,0
478.3,359,0.8,1,0,0,0,0,1
478.1,27,0.3,1,0,0,0,0,1
478.1,112,0,0,1,0,0,0,1
478.1,141,-0.7,1,0,0,0,0,1
478.1,129,-0.1,1,0,0,0,0,1
477.9,200,0.8,1,0,0,0,0,1
477.9,55,0.2,1,0,0,0,0,1
477.7,30,2.6,1,0,0,0,1,0
477.7,137,-1.1,1,0,0,0,0,1
477.6,1121,-0.1,0,1,0,0,0,1
477.5,114,2.7,1,0,0,0,0,1
477.5,323,0,1,0,0,0,0,1
477.5,18,-0.7,1,0,0,0,0,1
477.4,874,-0.1,0,1,0,0,0,1
477.4,340,-4.9,1,0,0,0,0,1
477.4,41,0.5,1,0,0,0,0,1
477.4,104,-0.1,1,0,0,0,0,1
477.4,157,0.1,1,0,0,0,0,1
477.4,12,-0.8,1,0,0,0,0,1
477.3,365,0.8,0,1,0,0,1,0
477.3,702,0.2,0,1,0,0,0,1
477.3,444,-2.2,1,0,0,1,0,0
477.2,248,0.3,1,0,0,0,0,1
477.2,30,-0.5,1,0,0,0,0,1
477.2,683,-0.5,0,1,0,1,0,0
477.1,112,-0.1,1,0,0,0,0,1
477.1,2531,-0.3,0,1,0,0,0,1
477,149,0.1,1,0,0,0,0,1
477,71,0,1,0,0,0,0,1
476.9,123,0.2,1,0,0,0,0,1
476.9,106,0.5,0,1,0,0,0,1
476.7,96,0.9,1,0,0,0,0,1
476.7,122,-1.6,1,0,0,1,0,0
476.6,180,-0.2,0,1,0,0,0,1
476.6,847,1,0,1,0,0,0,1
476.6,273,0,1,0,0,0,0,1
476.5,68,1.4,1,0,0,0,0,1
476.5,3415,-0.9,0,1,0,1,0,0
476.5,182,-7.9,1,0,0,0,0,1
476.4,8023,-0.3,0,1,0,0,0,1
476.4,448,-0.3,0,1,0,0,0,1
476.3,1093,-0.2,0,1,0,0,0,1
476.3,149,0.2,1,0,0,0,0,1
476.3,1135,-1,0,1,0,1,0,0
476.2,197,-0.8,1,0,0,0,0,1
476.2,145,0.2,1,0,0,0,0,1
476.2,520,-0.3,1,0,0,0,0,1
476.1,317,-5.7,0,1,0,0,0,1
476.1,385,0.1,0,1,0,0,0,1
476,58,0.1,1,0,0,0,0,1
476,62,0.3,1,0,0,0,0,1
476,542,-0.4,1,0,0,0,0,1
475.8,227,0.4,1,0,0,0,0,1
475.8,1326,0.5,0,1,0,0,0,1
475.7,43,0,1,0,0,0,0,1
475.7,188,0,0,1,0,0,0,1
475.7,809,0.5,0,1,0,0,0,1
475.7,1257,-0.4,0,1,0,1,0,0
475.7,109,-0.5,1,0,0,0,0,1
475.7,2589,-0.2,0,1,0,0,0,1
475.6,299,-0.2,1,0,0,0,0,1
475.6,599,-0.1,0,1,0,0,0,1
475.6,2079,-2.9,0,1,0,1,0,0
475.6,11,0.2,1,0,0,0,0,1
475.5,51,0.4,1,0,0,0,0,1
475.5,64,0.1,1,0,0,0,0,1
475.4,215,2,1,0,0,0,0,1
475.4,673,-0.4,0,1,0,0,0,1
475.3,990,-0.6,0,1,0,1,0,0
475.3,376,0.1,1,0,0,0,0,1
475.3,2354,-0.3,0,1,0,0,0,1
475.2,1061,-0.1,0,1,0,0,0,1
475.2,1723,2.5,0,1,0,0,0,1
475,273,-0.2,0,1,0,0,0,1
475,288,1.2,0,1,0,0,0,1
475,153,-0.3,1,0,0,0,0,1
475,89,0.6,1,0,0,0,1,0
474.9,215,-0.1,0,1,0,0,0,1
474.9,40,-0.3,1,0,0,0,0,1
474.8,1551,0.1,0,1,0,0,0,1
474.8,13,-1,1,0,0,0,0,1
474.8,122,0.8,0,1,0,0,0,1
474.7,94,-0.2,1,0,0,0,0,1
474.7,371,0,0,1,0,0,0,1
474.7,339,0.9,1,0,0,0,1,0
474.7,106,-7.7,1,0,0,0,0,1
474.6,78,-0.4,1,0,0,0,0,1
474.6,247,0.3,0,1,0,0,0,1
474.6,502,0.1,0,1,0,0,0,1
474.6,417,-0.5,1,0,0,0,0,1
474.6,313,0.5,0,1,0,0,0,1
474.5,115,-0.1,1,0,0,0,0,1
474.5,2181,-0.6,0,1,0,1,0,0
474.5,87,-8.9,1,0,0,1,0,0
474.5,93,-0.1,1,0,0,0,0,1
474.4,152,-0.1,0,1,0,0,0,1
474.4,1196,-0.1,0,1,0,0,0,1
474.4,158,1.9,1,0,0,0,1,0
474.4,290,0.1,1,0,0,0,0,1
474.4,197,0.2,0,1,0,0,0,1
474.4,154,0,1,0,0,0,0,1
474.3,465,-2.7,1,0,0,0,0,1
474.2,48,-1,1,0,0,0,0,1
474.2,256,-0.4,1,0,0,0,0,1
474.1,81,-0.6,1,0,0,0,0,1
474.1,346,-0.5,1,0,0,1,0,0
474.1,225,0.5,0,1,0,0,0,1
474.1,23,-0.4,1,0,0,0,0,1
474,379,-0.3,1,0,0,0,0,1
473.9,168,-999,1,0,1,0,0,0
473.9,89,-0.6,1,0,0,0,0,1
473.8,115,-1.9,1,0,0,1,0,0
473.8,129,0,1,0,0,0,0,1
473.8,464,0.4,0,1,0,0,0,1
473.7,132,3,1,0,0,0,1,0
473.7,92,-0.5,1,0,0,0,0,1
473.7,1473,-0.2,0,1,0,0,0,1
473.7,101,-1.1,1,0,0,0,0,1
473.7,1152,-0.5,0,1,0,1,0,0
473.5,89,1.5,1,0,0,0,0,1
473.5,244,0,0,1,0,0,0,1
473.5,677,0.2,0,1,0,0,0,1
473.4,141,1.3,1,0,0,0,1,0
473.3,2919,-0.2,0,1,0,0,0,1
473.1,245,-0.3,0,1,0,0,0,1
473.1,40,0.5,1,0,0,0,0,1
473.1,161,0.5,0,1,0,0,0,1
473,154,-0.4,1,0,0,0,0,1
473,257,0.4,1,0,0,0,0,1
473,139,0.5,1,0,0,0,0,1
472.8,321,-0.1,1,0,0,0,0,1
472.8,172,-0.1,1,0,0,0,0,1
472.8,213,0,1,0,0,0,0,1
472.8,5258,0.5,0,1,0,0,0,1
472.8,477,0.2,0,1,0,0,0,1
472.6,592,0,0,1,0,0,0,1
472.6,127,-1.8,0,1,0,1,0,0
472.6,232,-0.5,1,0,0,0,0,1
472.6,645,-0.9,1,0,0,1,0,0
472.6,116,0.7,1,0,0,0,0,1
472.5,142,0.2,1,0,0,0,0,1
472.5,123,0,1,0,0,0,0,1
472.4,444,1,0,1,0,0,0,1
472.4,121,-0.2,1,0,0,0,0,1
472.2,571,0,1,0,0,0,0,1
472.2,533,-0.3,0,1,0,0,0,1
472.2,712,0,0,1,0,0,0,1
472,139,0.9,1,0,0,0,1,0
472,335,-0.3,0,1,0,0,0,1
472,162,-0.3,0,1,0,0,0,1
471.9,117,0.4,0,1,0,0,0,1
471.9,184,0.2,0,1,0,0,0,1
471.8,103,0.1,1,0,0,0,0,1
471.8,114,0.2,0,1,0,0,0,1
471.8,59,6.8,0,1,0,0,1,0
471.7,272,-1.3,0,1,0,1,0,0
471.7,7743,-0.9,0,1,0,1,0,0
471.6,1729,-0.5,0,1,0,0,0,1
471.6,88,1.1,0,1,0,0,0,1
471.5,162,-0.3,1,0,0,0,0,1
471.5,281,-0.4,1,0,0,0,0,1
471.5,137,-0.3,1,0,0,0,0,1
471.5,341,-0.2,1,0,0,0,0,1
471.5,18,4.7,0,1,0,0,1,0
471.4,266,-0.3,1,0,0,0,0,1
471.4,262,-1.9,1,0,0,0,0,1
471.4,55,0.3,1,0,0,0,0,1
471.3,120,0.5,1,0,0,0,0,1
471.3,2087,-0.6,0,1,0,1,0,0
471.2,84,-0.5,0,1,0,0,0,1
471.2,57,0.8,1,0,0,0,0,1
471.1,381,0,1,0,0,0,0,1
471.1,342,0.3,1,0,0,0,0,1
471,63,0.3,1,0,0,0,0,1
471,56,0.5,1,0,0,0,0,1
471,911,-0.1,0,1,0,0,0,1
471,230,-0.6,1,0,0,0,0,1
470.8,4619,-0.2,0,1,0,0,0,1
470.8,113,0.7,0,1,0,0,0,1
470.8,573,0.1,0,1,0,0,0,1
470.7,83,-0.4,1,0,0,0,0,1
470.6,136,2.3,1,0,0,0,0,1
470.6,26,0.3,1,0,0,0,0,1
470.6,63,0.1,0,1,0,0,0,1
470.6,1231,0.6,0,1,0,0,0,1
470.5,841,-0.8,1,0,0,1,0,0
470.5,61,-0.7,1,0,0,0,0,1
470.5,3588,-0.4,0,1,0,1,0,0
470.3,75,0.2,0,1,0,0,0,1
470.3,215,-4.6,1,0,0,1,0,0
470.2,219,-0.7,1,0,0,0,0,1
470.2,835,1,0,1,0,0,0,1
470.2,222,0,1,0,0,0,0,1
470.2,697,-0.2,0,1,0,0,0,1
470.1,58,0.5,1,0,0,0,0,1
470,874,-0.4,0,1,0,1,0,0
470,60,-0.3,1,0,0,0,0,1
469.9,52,1.3,1,0,0,0,0,1
469.9,138,-0.4,1,0,0,0,0,1
469.9,1154,-0.6,0,1,0,1,0,0
469.9,200,-0.6,1,0,0,0,0,1
469.8,50,-0.5,0,1,0,0,0,1
469.7,2413,0.1,0,1,0,0,0,1
469.7,32,7.4,1,0,0,0,1,0
469.6,218,-4.6,0,1,0,0,0,1
469.6,115,-0.2,1,0,0,0,0,1
469.6,451,0.5,1,0,0,0,0,1
469.5,515,-0.2,1,0,0,0,0,1
469.5,19,1.8,1,0,0,0,0,1
469.5,304,0,1,0,0,0,0,1
469.3,584,-0.5,0,1,0,1,0,0
469.3,2169,-0.4,0,1,0,1,0,0
469.3,1322,0.6,0,1,0,0,0,1
469.3,72,0,1,0,0,0,0,1
469.3,694,-0.3,1,0,0,0,0,1
