cancer_rate,avg_annual_count,five_year_trend,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
469.3,562,-0.2,0,1,0,0,0,1
469.3,88,-0.8,1,0,0,0,0,1
469.2,108,1,1,0,0,0,1,0
469.1,25,-1.7,1,0,0,0,0,1
469,234,-0.4,1,0,0,0,0,1
469,3145,-0.7,0,1,0,1,0,0
468.9,158,0.8,1,0,0,0,0,1
468.9,130,0.2,1,0,0,0,0,1
468.9,224,1,1,0,0,0,1,0
468.8,5372,0.6,0,1,0,0,0,1
468.8,188,0.1,0,1,0,0,0,1
468.8,589,-0.5,0,1,0,0,0,1
468.8,226,-0.7,0,1,0,0,0,1
468.7,283,-0.2,1,0,0,0,0,1
468.7,339,-0.4,1,0,0,0,0,1
468.7,121,0.4,1,0,0,0,0,1
468.7,660,-0.5,0,1,0,0,0,1
468.7,45,-0.4,1,0,0,0,0,1
468.6,22,0.1,1,0,0,0,0,1
468.6,139,2.1,0,1,0,0,0,1
468.6,777,0.2,0,1,0,0,0,1
468.6,428,-0.1,1,0,0,0,0,1
468.5,1942,0.3,0,1,0,0,0,1
468.5,122,-0.2,0,1,0,0,0,1
468.4,991,-0.5,0,1,0,0,0,1
468.4,107,-0.9,0,1,0,1,0,0
468.3,142,-0.1,0,1,0,0,0,1
468.3,107,0.2,1,0,0,0,0,1
468.3,293,0.2,1,0,0,0,0,1
468.2,32,-6.5,0,1,0,0,0,1
468.2,116,-0.5,1,0,0,0,0,1
468.1,707,0.3,0,1,0,0,0,1
468.1,167,0.2,1,0,0,0,0,1
468.1,1107,-0.3,0,1,0,0,0,1
468.1,156,0.3,1,0,0,0,0,1
468.1,251,-0.3,0,1,0,0,0,1
468,198,1,1,0,0,0,1,0
468,854,-0.4,0,1,0,1,0,0
467.9,41,-1.1,1,0,0,0,0,1
467.9,1047,-0.9,0,1,0,1,0,0
467.9,533,2.7,0,1,0,0,0,1
467.8,205,-0.3,0,1,0,0,0,1
467.8,185,3.5,1,0,0,0,0,1
467.8,295,0.2,0,1,0,0,0,1
467.7,95,-1.8,0,1,0,0,0,1
467.7,87,-0.6,1,0,0,1,0,0
467.6,4,-999,1,0,1,0,0,0
467.5,122,0.3,1,0,0,0,0,1
467.5,152,0.7,1,0,0,0,0,1
467.5,111,0.8,1,0,0,0,0,1
467.5,123,0.5,1,0,0,0,0,1
467.4,256,1.3,0,1,0,0,1,0
467.4,216,1.6,0,1,0,0,1,0
467.3,737,-0.6,0,1,0,1,0,0
467.3,2926,-0.4,0,1,0,1,0,0
467.2,288,-0.8,1,0,0,0,0,1
467.1,638,-0.9,0,1,0,1,0,0
467.1,401,-3.1,0,1,0,1,0,0
467,209,0.1,1,0,0,0,0,1
467,248,-0.1,1,0,0,0,0,1
466.9,1309,2.1,0,1,0,0,0,1
466.9,129,0.2,1,0,0,0,0,1
466.8,219,0.7,1,0,0,0,1,0
466.8,2626,-0.3,0,1,0,0,0,1
466.8,122,1.1,1,0,0,0,0,1
466.7,542,-0.1,0,1,0,0,0,1
466.7,907,-0.4,0,1,0,0,0,1
466.4,60,1.5,1,0,0,0,1,0
466.4,55,0.6,0,1,0,0,0,1
466.4,26,0.4,1,0,0,0,0,1
466.4,96,-0.5,1,0,0,0,0,1
466.4,350,-0.4,1,0,0,0,0,1
466.4,189,-0.2,1,0,0,0,0,1
466.2,104,-3.4,1,0,0,1,0,0
466.1,151,0.2,1,0,0,0,0,1
466.1,513,-0.7,1,0,0,1,0,0
466.1,190,-0.2,0,1,0,0,0,1
466,75,3.7,1,0,0,0,0,1
466,253,-0.1,1,0,0,0,0,1
466,128,0.2,0,1,0,0,0,1
466,41,-0.4,1,0,0,0,0,1
466,646,1.3,0,1,0,0,0,1
465.9,49,0.2,1,0,0,0,0,1
465.8,181,-0.5,1,0,0,0,0,1
465.8,95,-0.4,1,0,0,0,0,1
465.8,664,-0.9,1,0,0,1,0,0
465.8,479,-1.2,0,1,0,1,0,0
465.7,223,1.1,1,0,0,0,1,0
465.7,430,0.2,0,1,0,0,0,1
465.7,2623,-0.1,0,1,0,0,0,1
465.6,237,1.8,0,1,0,0,1,0
465.5,40,0.7,1,0,0,0,0,1
465.4,136,0.1,1,0,0,0,0,1
465.3,654,-0.3,0,1,0,0,0,1
465.3,517,-0.9,1,0,0,1,0,0
465.3,506,-1.4,0,1,0,1,0,0
465.3,498,-0.2,0,1,0,0,0,1
465.3,88,-0.3,1,0,0,0,0,1
465.3,44,0.2,1,0,0,0,0,1
465.3,215,0.4,0,1,0,0,0,1
465.1,58,0.3,1,0,0,0,0,1
465.1,99,-0.3,1,0,0,0,0,1
465,127,-2.6,1,0,0,1,0,0
465,3730,-0.2,0,1,0,1,0,0
464.9,250,-0.6,1,0,0,0,0,1
464.9,4219,-2.9,0,1,0,1,0,0
464.9,5783,-0.4,0,1,0,0,0,1
464.9,84,10.1,1,0,0,0,1,0
464.9,63,0.2,1,0,0,0,0,1
464.8,134,0.3,1,0,0,0,0,1
464.7,366,-1.1,1,0,0,1,0,0
464.7,7884,-1.1,0,1,0,1,0,0
464.7,341,-0.5,0,1,0,0,0,1
464.7,150,-0.8,1,0,0,0,0,1
464.7,139,0,1,0,0,0,0,1
464.6,169,0.8,1,0,0,0,0,1
464.5,14,1.5,1,0,0,0,0,1
464.5,58,0,1,0,0,0,0,1
464.5,4943,-0.1,0,1,0,0,0,1
464.5,23,1.9,1,0,0,0,0,1
464.4,507,0.3,0,1,0,0,0,1
464.4,2765,-0.6,0,1,0,1,0,0
464.4,551,-1.9,0,1,0,1,0,0
464.4,305,-0.1,0,1,0,0,0,1
464.3,246,0.2,1,0,0,0,0,1
464.1,49,0.7,0,1,0,0,0,1
464.1,127,-0.2,1,0,0,0,0,1
464.1,167,0.8,1,0,0,0,0,1
463.9,48,4.1,1,0,0,0,1,0
463.9,1550,3,0,1,0,0,1,0
463.8,138,0,1,0,0,0,0,1
463.8,109,-1.2,1,0,0,1,0,0
463.8,106,0.1,1,0,0,0,0,1
463.7,1114,-0.4,0,1,0,0,0,1
463.7,337,3.4,1,0,0,0,1,0
463.6,149,-5.2,1,0,0,1,0,0
463.6,101,-0.4,1,0,0,0,0,1
463.6,546,0,0,1,0,0,0,1
463.5,36,0.5,1,0,0,0,0,1
463.5,632,-0.3,0,1,0,0,0,1
463.5,627,-0.6,0,1,0,0,0,1
463.5,131,0.8,1,0,0,0,0,1
463.4,54,-0.4,1,0,0,0,0,1
463.3,196,-0.4,1,0,0,0,0,1
463.3,387,0.3,1,0,0,0,0,1
463.3,90,0.4,1,0,0,0,0,1
463.2,120,-0.2,1,0,0,0,0,1
463.1,480,-0.2,0,1,0,0,0,1
463.1,165,0,1,0,0,0,0,1
463,722,0.2,0,1,0,0,0,1
462.9,1305,-0.7,1,0,0,1,0,0
462.8,1206,0.2,0,1,0,0,0,1
462.8,51,0.5,1,0,0,0,0,1
462.8,75,-0.6,1,0,0,0,0,1
462.8,177,0.3,1,0,0,0,0,1
462.8,88,1.7,1,0,0,0,1,0
462.7,361,-0.5,1,0,0,0,0,1
462.7,2077,-0.2,0,1,0,0,0,1
462.5,218,3.1,1,0,0,0,1,0
462.4,4949,-0.2,0,1,0,0,0,1
462.4,322,-0.9,0,1,0,1,0,0
462.4,36,-0.4,1,0,0,0,0,1
462.3,388,0.1,0,1,0,0,0,1
462.2,3422,-0.1,0,1,0,0,0,1
462.2,62,-0.9,1,0,0,0,0,1
462.1,180,-7.5,0,1,0,0,0,1
462,78,-0.5,1,0,0,0,0,1
462,1848,-0.5,0,1,0,1,0,0
462,15,-0.3,1,0,0,0,0,1
462,388,1,0,1,0,0,0,1
461.9,810,-0.4,0,1,0,1,0,0
461.9,3299,0.5,0,1,0,0,0,1
461.8,422,-0.4,1,0,0,0,0,1
461.7,144,-0.5,1,0,0,0,0,1
461.6,601,-0.6,0,1,0,0,0,1
461.6,279,1.7,1,0,0,0,0,1
461.6,36,1.3,0,1,0,0,0,1
461.5,76,3.7,1,0,0,0,0,1
461.4,71,0.4,0,1,0,0,0,1
461.4,1206,-0.5,0,1,0,1,0,0
461.3,85,-1.1,1,0,0,1,0,0
461.3,79,0.1,1,0,0,0,0,1
461.3,1409,-1.8,0,1,0,0,0,1
461.3,98,0,1,0,0,0,0,1
461.2,494,-0.5,1,0,0,0,0,1
461.2,203,-3.3,0,1,0,1,0,0
461.2,173,-1.2,1,0,0,0,0,1
461.2,89,0,1,0,0,0,0,1
461.1,198,-0.1,1,0,0,0,0,1
461.1,1903,-1.2,1,0,0,1,0,0
460.9,122,0.6,1,0,0,0,0,1
460.8,49,0.3,1,0,0,0,0,1
460.7,391,-0.9,0,1,0,1,0,0
460.7,328,-0.6,0,1,0,0,0,1
460.7,128,0.5,1,0,0,0,0,1
460.6,25,-1.6,1,0,0,0,0,1
460.6,2164,-0.8,0,1,0,1,0,0
460.5,332,0.5,1,0,0,0,0,1
460.5,123,-2.3,1,0,0,0,0,1
460.3,292,-0.7,0,1,0,0,0,1
460.3,965,-0.4,0,1,0,0,0,1
460.1,380,-0.3,1,0,0,0,0,1
460.1,519,-1,0,1,0,0,0,1
460.1,150,-0.3,1,0,0,0,0,1
460,724,-0.8,0,1,0,1,0,0
460,145,-0.7,0,1,0,0,0,1
460,74,-0.2,0,1,0,0,0,1
459.9,46,0.1,1,0,0,0,0,1
459.9,159,-0.6,0,1,0,0,0,1
459.9,223,0.1,1,0,0,0,0,1
459.8,570,-0.6,1,0,0,0,0,1
459.8,246,0.2,0,1,0,0,0,1
459.8,1777,-1.3,0,1,0,1,0,0
459.7,211,0.5,1,0,0,0,0,1
459.6,260,-0.3,0,1,0,0,0,1
459.6,679,-0.5,0,1,0,0,0,1
459.6,629,0,0,1,0,0,0,1
459.5,114,0.2,1,0,0,0,0,1
459.5,76,-0.7,1,0,0,0,0,1
459.5,324,0.1,0,1,0,0,0,1
459.5,34,-0.8,1,0,0,0,0,1
459.4,71,0.3,1,0,0,0,0,1
459.2,51,0.2,1,0,0,0,0,1
459.2,770,-1.2,1,0,0,1,0,0
459.2,744,-0.4,0,1,0,0,0,1
459.1,141,-0.2,1,0,0,0,0,1
459,160,-0.5,0,1,0,0,0,1
458.9,244,-0.2,1,0,0,0,0,1
458.9,58,0.9,1,0,0,0,0,1
458.9,5384,0.2,0,1,0,0,0,1
458.9,170,-1.8,0,1,0,1,0,0
458.9,565,-0.5,0,1,0,0,0,1
458.8,569,0.2,0,1,0,0,0,1
458.8,205,0.4,0,1,0,0,0,1
458.8,3772,2.3,0,1,0,0,0,1
458.8,582,0.1,1,0,0,0,0,1
458.8,272,-0.8,1,0,0,1,0,0
458.7,427,-0.9,1,0,0,1,0,0
458.7,6537,-0.3,0,1,0,0,0,1
458.7,53,-0.6,0,1,0,0,0,1
458.7,385,0,1,0,0,0,0,1
458.7,396,-0.6,0,1,0,0,0,1
458.6,93,0.3,1,0,0,0,0,1
458.6,712,-3,0,1,0,1,0,0
458.6,56,-0.5,1,0,0,0,0,1
458.6,52,0.2,1,0,0,0,0,1
458.4,949,0.5,0,1,0,0,0,1
458.4,6035,-0.6,0,1,0,1,0,0
458.4,151,-7.9,1,0,0,1,0,0
458.3,1559,-0.6,0,1,0,1,0,0
458.3,320,1.3,0,1,0,0,0,1
458.2,227,-0.5,0,1,0,0,0,1
458.2,346,-1,1,0,0,1,0,0
458.2,75,-1.3,1,0,0,1,0,0
458.1,939,0.9,0,1,0,0,1,0
458.1,719,-0.3,0,1,0,0,0,1
458,967,-0.1,0,1,0,0,0,1
458,84,-0.3,1,0,0,0,0,1
457.9,80,0.1,1,0,0,0,0,1
457.9,278,-0.5,1,0,0,0,0,1
457.8,15,0.5,1,0,0,0,0,1
457.8,1040,-0.7,0,1,0,1,0,0
457.7,107,0.5,1,0,0,0,0,1
457.6,213,-0.3,0,1,0,0,0,1
457.6,330,-0.5,0,1,0,0,0,1
457.5,5126,-0.6,0,1,0,1,0,0
457.5,266,-0.2,1,0,0,0,0,1
457.5,236,-0.8,1,0,0,1,0,0
457.4,324,0,0,1,0,0,0,1
457.4,247,-0.4,1,0,0,0,0,1
457.4,3173,-0.5,0,1,0,1,0,0
457.4,4034,-0.4,0,1,0,1,0,0
457.3,1720,-0.4,0,1,0,0,0,1
457.2,71,0.2,1,0,0,0,0,1
457.2,127,-0.2,1,0,0,0,0,1
457.1,4854,-2,0,1,0,1,0,0
457.1,48,0.4,1,0,0,0,0,1
457.1,1672,-0.3,0,1,0,0,0,1
457.1,244,0.8,1,0,0,0,0,1
457.1,615,-0.7,0,1,0,1,0,0
457.1,123,-999,1,0,1,0,0,0
457.1,10,-13.3,1,0,0,1,0,0
457,725,-0.6,0,1,0,0,0,1
457,187,-0.4,1,0,0,0,0,1
456.9,201,-0.1,1,0,0,0,0,1
456.9,84,0.7,1,0,0,0,1,0
456.9,478,-1.1,1,0,0,1,0,0
456.8,95,-0.2,0,1,0,0,0,1
456.8,619,1.5,0,1,0,0,0,1
456.8,402,-1.4,1,0,0,1,0,0
456.7,61,0.3,1,0,0,0,0,1
456.7,7,-999,1,0,1,0,0,0
456.7,490,-0.7,0,1,0,1,0,0
456.6,287,-0.7,0,1,0,0,0,1
456.5,62,-0.2,1,0,0,0,0,1
456.4,531,0.1,0,1,0,0,0,1
456.4,72,-1.4,1,0,0,0,0,1
456.4,480,-0.3,1,0,0,0,0,1
456.4,33,0,1,0,0,0,0,1
456.4,302,0.3,0,1,0,0,0,1
456.4,219,-2,1,0,0,1,0,0
456.3,335,-0.4,1,0,0,0,0,1
456.3,2397,-0.8,0,1,0,1,0,0
456.3,5867,-0.9,0,1,0,1,0,0
456.2,66,1.2,1,0,0,0,0,1
456.1,63,0.2,1,0,0,0,0,1
456.1,99,-0.3,1,0,0,0,0,1
456.1,59,-0.3,1,0,0,0,0,1
455.9,6011,-0.4,0,1,0,1,0,0
455.8,104,-1.5,1,0,0,0,0,1
455.8,923,0,0,1,0,0,0,1
455.8,134,0.2,0,1,0,0,0,1
455.6,1792,1.2,0,1,0,0,0,1
455.6,43,-0.5,1,0,0,0,0,1
455.6,816,0.8,0,1,0,0,0,1
455.5,97,0,1,0,0,0,0,1
455.3,73,0.6,1,0,0,0,0,1
455.3,167,-0.3,0,1,0,0,0,1
455.3,108,3.3,1,0,0,0,0,1
455,297,6.7,0,1,0,0,1,0
455,1060,-0.3,0,1,0,0,0,1
454.8,1185,-0.8,0,1,0,1,0,0
454.8,559,-0.7,1,0,0,1,0,0
454.7,704,0.4,0,1,0,0,0,1
454.7,135,-0.1,1,0,0,0,0,1
454.6,82,0.6,1,0,0,0,0,1
454.6,63,-0.2,1,0,0,0,0,1
454.6,911,-0.4,0,1,0,0,0,1
454.5,1282,1.3,0,1,0,0,0,1
454.5,2345,-0.3,0,1,0,0,0,1
454.5,1818,3.3,0,1,0,0,1,0
454.4,70,0.7,1,0,0,0,0,1
454.4,547,-0.3,0,1,0,0,0,1
454.3,320,-0.5,1,0,0,0,0,1
454.3,70,-7.2,1,0,0,0,0,1
454.3,4198,-1.3,0,1,0,1,0,0
454.3,105,-0.2,1,0,0,0,0,1
454.2,115,-0.7,1,0,0,0,0,1
454.2,1826,0.9,0,1,0,0,0,1
454.2,71,-0.3,1,0,0,0,0,1
454.1,118,0,1,0,0,0,0,1
454.1,172,0.3,1,0,0,0,0,1
454,34,-0.2,1,0,0,0,0,1
454,226,0.6,1,0,0,0,0,1
453.9,60,-0.4,1,0,0,0,0,1
453.9,94,6.4,0,1,0,0,1,0
453.9,1431,-0.8,0,1,0,1,0,0
453.9,114,-5.7,1,0,0,1,0,0
453.8,3357,-5.3,0,1,0,1,0,0
453.8,3101,-0.9,0,1,0,1,0,0
453.8,640,-0.1,0,1,0,0,0,1
453.8,186,0.1,1,0,0,0,0,1
453.7,118,-0.2,1,0,0,0,0,1
453.7,335,0.1,0,1,0,0,0,1
453.7,244,-0.5,0,1,0,0,0,1
453.7,873,-4.8,0,1,0,1,0,0
453.7,134,3.8,1,0,0,0,0,1
453.6,199,-1.2,1,0,0,1,0,0
453.6,240,-0.2,1,0,0,0,0,1
453.5,18,0.9,1,0,0,0,0,1
453.4,125,1.2,1,0,0,0,0,1
453.4,270,-8.4,1,0,0,1,0,0
453.4,35,-1.5,1,0,0,1,0,0
453.3,173,0.9,1,0,0,0,1,0
453.3,157,-6,1,0,0,1,0,0
453.2,2564,-0.9,0,1,0,1,0,0
453.1,274,-1.2,0,1,0,1,0,0
453.1,212,-0.7,1,0,0,0,0,1
453.1,402,0,0,1,0,0,0,1
453.1,255,-2.8,0,1,0,1,0,0
453.1,2490,-0.8,0,1,0,1,0,0
453,113,0.1,1,0,0,0,0,1
453,85,0.3,0,1,0,0,0,1
453,377,-0.5,0,1,0,0,0,1
452.9,1063,-0.6,0,1,0,1,0,0
452.9,284,-2.5,1,0,0,1,0,0
452.8,230,-0.1,1,0,0,0,0,1
452.7,72,0.7,1,0,0,0,0,1
452.7,684,0.4,0,1,0,0,0,1
452.7,520,-4.5,0,1,0,1,0,0
452.7,11,1,1,0,0,0,0,1
452.7,120,0.1,1,0,0,0,0,1
452.7,43,-1.6,0,1,0,1,0,0
452.6,603,0,0,1,0,0,0,1
452.6,663,-1,0,1,0,1,0,0
452.5,73,-0.1,1,0,0,0,0,1
452.5,530,-0.6,1,0,0,0,0,1
452.4,247,-5.8,1,0,0,1,0,0
452.4,57,0.2,1,0,0,0,0,1
452.3,499,-0.3,1,0,0,0,0,1
452.3,2292,2.5,0,1,0,0,0,1
452.3,142,-0.7,1,0,0,0,0,1
452.2,798,-0.4,0,1,0,0,0,1
452.2,127,-0.6,0,1,0,0,0,1
452.2,19,-1.7,1,0,0,0,0,1
452.2,208,-0.9,1,0,0,0,0,1
452.1,91,0.5,1,0,0,0,0,1
452.1,67,-5.9,1,0,0,0,0,1
452.1,43,-2.8,1,0,0,1,0,0
452.1,572,-0.2,0,1,0,0,0,1
452,66,-0.2,1,0,0,0,0,1
451.9,3132,-0.8,0,1,0,1,0,0
451.9,957,-3.4,0,1,0,1,0,0
451.8,133,1,1,0,0,0,0,1
451.8,293,-5.2,1,0,0,1,0,0
451.7,269,-0.4,1,0,0,0,0,1
451.6,2191,-0.8,0,1,0,1,0,0
451.6,212,0.4,0,1,0,0,0,1
451.5,66,4.5,1,0,0,0,1,0
451.5,1291,0.4,0,1,0,0,0,1
451.5,34,0,1,0,0,0,0,1
451.4,44,-1.4,1,0,0,0,0,1
451.4,187,0,1,0,0,0,0,1
451.4,241,0.4,0,1,0,0,0,1
451.4,27,0.9,1,0,0,0,1,0
451.4,276,-0.1,1,0,0,0,0,1
451.3,1345,3.2,0,1,0,0,1,0
451.3,388,0.2,0,1,0,0,0,1
451.2,172,-10.8,1,0,0,1,0,0
451.2,32,0.6,1,0,0,0,0,1
451.1,1810,-2,0,1,0,1,0,0
451.1,886,-0.3,0,1,0,0,0,1
450.9,167,-1,1,0,0,0,0,1
450.7,349,-0.5,1,0,0,0,0,1
450.7,99,-0.7,0,1,0,0,0,1
450.6,17,0.4,1,0,0,0,0,1
450.4,24,-0.1,1,0,0,0,0,1
450.3,1956,-0.7,0,1,0,1,0,0
450.3,812,-1,0,1,0,1,0,0
450.3,225,0.3,1,0,0,0,0,1
450.1,554,0.2,0,1,0,0,0,1
450,1409,-0.1,0,1,0,0,0,1
449.9,33,1.6,1,0,0,0,0,1
449.8,150,-1.7,0,1,0,1,0,0
449.8,98,-0.8,1,0,0,0,0,1
449.7,124,0.1,1,0,0,0,0,1
449.5,119,-3,1,0,0,1,0,0
449.5,805,-0.3,0,1,0,0,0,1
449.4,722,-0.4,0,1,0,0,0,1
449.4,111,0.1,1,0,0,0,0,1
449.4,543,1,0,1,0,0,0,1
449.3,499,-0.3,0,1,0,0,0,1
449.3,170,0.1,1,0,0,0,0,1
449.2,16,-999,1,0,1,0,0,0
449.2,318,-0.7,0,1,0,1,0,0
449.1,290,-0.2,1,0,0,0,0,1
449.1,780,0.2,0,1,0,0,0,1
449.1,141,-0.7,1,0,0,1,0,0
449,215,-0.2,1,0,0,0,0,1
449,419,-0.6,1,0,0,0,0,1
449,1614,-0.3,0,1,0,0,0,1
448.8,875,-0.6,0,1,0,1,0,0
448.8,340,-0.4,1,0,0,0,0,1
448.7,7762,-4.6,0,1,0,1,0,0
448.7,45,1.1,1,0,0,0,0,1
448.7,4001,0,0,1,0,0,0,1
448.6,405,-0.7,1,0,0,1,0,0
448.6,76,-0.4,1,0,0,0,0,1
448.5,208,-4,1,0,0,1,0,0
448.5,208,0.2,1,0,0,0,0,1
448.5,554,-1.9,0,1,0,1,0,0
448.5,798,-0.5,0,1,0,1,0,0
448.4,210,-7.3,1,0,0,1,0,0
448.4,59,0.1,1,0,0,0,0,1
448.3,95,-1.3,1,0,0,1,0,0
448.3,1225,-0.2,0,1,0,0,0,1
448.3,57,-0.2,1,0,0,0,0,1
448.3,164,0.1,1,0,0,0,0,1
448.3,115,-3,0,1,0,1,0,0
448.2,405,-5,0,1,0,1,0,0
448.2,325,-0.6,0,1,0,0,0,1
448.2,251,-0.9,1,0,0,1,0,0
448.2,154,-0.2,1,0,0,0,0,1
448.2,1769,-0.6,0,1,0,1,0,0
448.1,782,-1.4,0,1,0,1,0,0
448,1083,-1.2,0,1,0,1,0,0
448,2960,1.4,0,1,0,0,0,1
448,381,0.8,1,0,0,0,0,1
447.9,5105,-0.5,0,1,0,1,0,0
447.8,269,-0.1,1,0,0,0,0,1
447.8,242,-1.2,1,0,0,0,0,1
447.8,171,-1,0,1,0,1,0,0
447.7,32,0,1,0,0,0,0,1
447.7,1198,0.3,0,1,0,0,0,1
447.6,32,0,1,0,0,0,0,1
447.6,63,-0.7,1,0,0,0,0,1
447.6,318,0.6,1,0,0,0,0,1
447.5,129,-3,0,1,0,0,0,1
447.5,15,1.2,0,1,0,0,0,1
447.5,488,0.2,0,1,0,0,0,1
447.5,64,0.8,1,0,0,0,0,1
447.4,1982,-1.4,0,1,0,1,0,0
447.3,596,-0.8,1,0,0,1,0,0
447.3,362,-0.5,0,1,0,0,0,1
447.3,652,-0.8,0,1,0,1,0,0
447.2,90,0.2,1,0,0,0,0,1
447.2,359,-0.5,0,1,0,0,0,1
447.2,139,-0.5,1,0,0,0,0,1
447.1,1297,-0.8,0,1,0,1,0,0
447.1,399,1.9,1,0,0,0,1,0
447.1,2687,0.5,0,1,0,0,0,1
447,812,-1.6,0,1,0,1,0,0
447,42,-0.1,1,0,0,0,0,1
446.9,345,-0.9,1,0,0,1,0,0
446.9,73,-1.3,1,0,0,1,0,0
446.8,2316,-2.6,0,1,0,1,0,0
446.8,47,0.7,0,1,0,0,0,1
446.8,116,0.5,1,0,0,0,0,1
446.8,101,-0.9,0,1,0,0,0,1
446.7,508,2,0,1,0,0,0,1
446.6,871,-3.8,0,1,0,1,0,0
446.6,307,0.1,0,1,0,0,0,1
446.6,105,-0.1,1,0,0,0,0,1
446.5,209,-0.6,0,1,0,0,0,1
446.5,659,-0.9,0,1,0,1,0,0
446.4,62,-999,1,0,1,0,0,0
446.4,131,-0.8,1,0,0,0,0,1
446.3,189,-1.1,0,1,0,1,0,0
446.3,105,0.2,1,0,0,0,0,1
446.3,11,2.2,1,0,0,0,0,1
446.1,105,0.3,0,1,0,0,0,1
446.1,90,-0.3,1,0,0,0,0,1
446.1,113,-0.8,1,0,0,0,0,1
446,415,-1,1,0,0,1,0,0
446,55,1.6,1,0,0,0,1,0
446,3184,-0.5,0,1,0,1,0,0
446,118,-0.9,0,1,0,1,0,0
446,137,-0.4,1,0,0,0,0,1
446,100,-0.4,1,0,0,0,0,1
445.9,502,-0.2,0,1,0,0,0,1
445.9,262,-1.5,1,0,0,1,0,0
445.9,38,-1.6,1,0,0,1,0,0
445.9,276,0.1,1,0,0,0,0,1
445.9,2585,-0.5,0,1,0,1,0,0
445.8,1252,-0.8,0,1,0,1,0,0
445.8,328,-0.7,1,0,0,0,0,1
445.7,69,0.8,1,0,0,0,0,1
445.7,207,1.9,1,0,0,0,0,1
445.7,96,0.4,1,0,0,0,0,1
445.7,116,-0.2,1,0,0,0,0,1
445.7,185,4.5,1,0,0,0,0,1
445.7,489,-0.6,1,0,0,0,0,1
445.6,121,0.4,1,0,0,0,0,1
445.5,65,-0.1,1,0,0,0,0,1
445.5,88,1.5,1,0,0,0,0,1
445.4,278,0.3,0,1,0,0,0,1
445.3,2640,-0.2,0,1,0,0,0,1
445.1,2653,-3.3,0,1,0,1,0,0
445.1,1180,-0.8,0,1,0,1,0,0
445.1,3166,-6.1,0,1,0,1,0,0
444.9,668,-0.6,0,1,0,0,0,1
444.9,187,-1.4,1,0,0,1,0,0
444.8,69,-0.1,1,0,0,0,0,1
444.8,128,-0.1,0,1,0,0,0,1
444.7,279,-1.6,1,0,0,1,0,0
444.7,142,-12.1,1,0,0,1,0,0
444.7,237,-0.8,1,0,0,1,0,0
444.6,1647,1,0,1,0,0,0,1
444.6,210,0.2,0,1,0,0,0,1
444.6,164,-0.1,1,0,0,0,0,1
444.6,1786,-0.5,0,1,0,1,0,0
444.5,514,1.3,0,1,0,0,0,1
444.5,1830,-1.1,0,1,0,1,0,0
444.5,158,1.9,1,0,0,0,0,1
444.5,237,-0.1,1,0,0,0,0,1
444.5,55,-1.7,1,0,0,1,0,0
444.5,2089,-0.7,0,1,0,1,0,0
444.5,361,2.1,1,0,0,0,1,0
444.4,271,-1.6,1,0,0,1,0,0
444.4,92,-0.1,1,0,0,0,0,1
444.3,197,-1,0,1,0,1,0,0
444.1,70,-0.5,1,0,0,0,0,1
444.1,340,0.1,0,1,0,0,0,1
444,1392,0.3,0,1,0,0,0,1
444,112,-0.3,1,0,0,0,0,1
443.8,4519,-0.8,0,1,0,1,0,0
443.6,45,-0.5,1,0,0,0,0,1
443.5,33,1.5,1,0,0,0,0,1
443.5,19,-1.2,1,0,0,0,0,1
443.4,1785,-0.6,0,1,0,1,0,0
443.4,421,-0.4,0,1,0,0,0,1
443.4,282,-0.5,1,0,0,0,0,1
443.4,27,0.7,1,0,0,0,0,1
443.4,697,-0.7,0,1,0,1,0,0
443.3,82,1.1,1,0,0,0,0,1
443.2,1879,-0.8,0,1,0,1,0,0
443.2,67,-0.2,1,0,0,0,0,1
443.2,198,-0.6,1,0,0,0,0,1
443.2,5773,-0.2,0,1,0,0,0,1
443,16,1.8,1,0,0,0,0,1
443,382,-0.6,1,0,0,0,0,1
443,200,-0.1,1,0,0,0,0,1
442.9,19,0.6,1,0,0,0,0,1
442.6,45,0.8,0,1,0,0,0,1
442.5,1450,0,0,1,0,0,0,1
442.5,35,0.2,1,0,0,0,0,1
442.5,140,-0.2,1,0,0,0,0,1
442.5,106,-0.2,1,0,0,0,0,1
442.5,141,0.4,1,0,0,0,0,1
442.4,601,-0.2,0,1,0,0,0,1
442.4,107,0.3,1,0,0,0,0,1
442.4,13,-999,1,0,1,0,0,0
442.3,402,-6,1,0,0,1,0,0
442.3,32,-0.7,1,0,0,0,0,1
442.1,289,-0.3,0,1,0,0,0,1
442.1,58,0.7,1,0,0,0,0,1
442.1,10,21.3,0,1,0,0,0,1
442.1,121,-2.5,0,1,0,0,0,1
442,1323,-0.8,0,1,0,1,0,0
442,3515,-0.3,0,1,0,1,0,0
441.9,106,-0.3,1,0,0,0,0,1
441.9,127,-1.6,0,1,0,1,0,0
441.9,66,-0.4,1,0,0,0,0,1
441.8,105,0,1,0,0,0,0,1
441.7,515,-0.3,0,1,0,0,0,1
441.6,56,4.3,0,1,0,0,1,0
441.6,218,-0.2,1,0,0,0,0,1
441.6,4960,-4.6,0,1,0,1,0,0
441.6,134,0.6,0,1,0,0,0,1
441.6,440,-0.7,1,0,0,1,0,0
441.4,256,0,0,1,0,0,0,1
441.4,10600,-0.1,0,1,0,0,0,1
