"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
Dengue Virus Infection,Contra Costa,2009,Female,0,533877,-,0.000,0.691
Dengue Virus Infection,Contra Costa,2009,Male,1,509624,0.196*,0.005,1.093
Dengue Virus Infection,Contra Costa,2009,Total,1,1043501,0.096*,0.002,0.534
Dengue Virus Infection,Contra Costa,2010,Female,0,537499,-,0.000,0.686
Dengue Virus Infection,Contra Costa,2010,Male,0,511526,-,0.000,0.721
Dengue Virus Infection,Contra Costa,2010,Total,0,1049025,-,0.000,0.352
Dengue Virus Infection,Contra Costa,2011,Female,1,545315,0.183*,0.005,1.022
Dengue Virus Infection,Contra Costa,2011,Male,0,520607,-,0.000,0.709
Dengue Virus Infection,Contra Costa,2011,Total,1,1068330,0.094*,0.002,0.522
Dengue Virus Infection,Contra Costa,2012,Female,1,551189,0.181*,0.005,1.011
Dengue Virus Infection,Contra Costa,2012,Male,3,526983,0.569*,0.117,1.664
Dengue Virus Infection,Contra Costa,2012,Total,4,1082513,0.370*,0.101,0.946
Dengue Virus Infection,Contra Costa,2013,Female,1,557823,0.179*,0.005,0.999
Dengue Virus Infection,Contra Costa,2013,Male,2,534086,0.374*,0.045,1.353
Dengue Virus Infection,Contra Costa,2013,Total,3,1098192,0.273*,0.056,0.798
Dengue Virus Infection,Contra Costa,2014,Female,0,563776,-,0.000,0.654
Dengue Virus Infection,Contra Costa,2014,Male,3,540729,0.555*,0.114,1.621
Dengue Virus Infection,Contra Costa,2014,Total,3,1112733,0.270*,0.056,0.788
Dengue Virus Infection,Contra Costa,2015,Female,3,570391,0.526*,0.108,1.537
Dengue Virus Infection,Contra Costa,2015,Male,4,548271,0.730*,0.199,1.868
Dengue Virus Infection,Contra Costa,2015,Total,7,1128317,0.620*,0.249,1.278
Dengue Virus Infection,Contra Costa,2016,Female,4,576046,0.694*,0.189,1.778
Dengue Virus Infection,Contra Costa,2016,Male,6,554483,1.082*,0.397,2.355
Dengue Virus Infection,Contra Costa,2016,Total,10,1141566,0.876*,0.420,1.611
Dengue Virus Infection,Contra Costa,2017,Female,4,579092,0.691*,0.188,1.769
Dengue Virus Infection,Contra Costa,2017,Male,0,557955,-,0.000,0.661
Dengue Virus Infection,Contra Costa,2017,Total,4,1149457,0.348*,0.095,0.891
Dengue Virus Infection,Contra Costa,2018,Female,2,582539,0.343*,0.042,1.240
Dengue Virus Infection,Contra Costa,2018,Male,4,561779,0.712*,0.194,1.823
Dengue Virus Infection,Contra Costa,2018,Total,6,1158017,0.518*,0.190,1.128
Dengue Virus Infection,Contra Costa,2019,Female,11,583856,1.884*,0.941,3.371
Dengue Virus Infection,Contra Costa,2019,Male,6,563413,1.065*,0.391,2.318
Dengue Virus Infection,Contra Costa,2019,Total,17,1162287,1.463*,0.852,2.342
Dengue Virus Infection,Contra Costa,2020,Female,1,585070,0.171*,0.004,0.952
Dengue Virus Infection,Contra Costa,2020,Male,0,564730,-,0.000,0.653
Dengue Virus Infection,Contra Costa,2020,Total,1,1165556,0.086*,0.002,0.478
Dengue Virus Infection,Contra Costa,2021,Female,0,589830,-,0.000,0.625
Dengue Virus Infection,Contra Costa,2021,Male,0,569677,-,0.000,0.648
Dengue Virus Infection,Contra Costa,2021,Total,0,1160418,-,0.000,0.318
Dengue Virus Infection,Contra Costa,2022,Female,2,594162,0.337*,0.041,1.216
Dengue Virus Infection,Contra Costa,2022,Male,1,574132,0.174*,0.004,0.970
Dengue Virus Infection,Contra Costa,2022,Total,3,1149586,0.261*,0.054,0.763
Dengue Virus Infection,Del Norte,2001,Female,0,12253,-,0.000,30.101
Dengue Virus Infection,Del Norte,2001,Male,0,15165,-,0.000,24.322
Dengue Virus Infection,Del Norte,2001,Total,0,27418,-,0.000,13.453
Dengue Virus Infection,Del Norte,2002,Female,0,12338,-,0.000,29.894
Dengue Virus Infection,Del Norte,2002,Male,0,15277,-,0.000,24.144
Dengue Virus Infection,Del Norte,2002,Total,0,27615,-,0.000,13.357
Dengue Virus Infection,Del Norte,2003,Female,0,12453,-,0.000,29.618
Dengue Virus Infection,Del Norte,2003,Male,0,15418,-,0.000,23.923
Dengue Virus Infection,Del Norte,2003,Total,0,27871,-,0.000,13.235
Dengue Virus Infection,Del Norte,2004,Female,0,12587,-,0.000,29.303
Dengue Virus Infection,Del Norte,2004,Male,0,15600,-,0.000,23.643
Dengue Virus Infection,Del Norte,2004,Total,0,28187,-,0.000,13.086
Dengue Virus Infection,Del Norte,2005,Female,0,12649,-,0.000,29.160
Dengue Virus Infection,Del Norte,2005,Male,0,15666,-,0.000,23.544
Dengue Virus Infection,Del Norte,2005,Total,0,28315,-,0.000,13.027
Dengue Virus Infection,Del Norte,2006,Female,0,12635,-,0.000,29.192
Dengue Virus Infection,Del Norte,2006,Male,0,15641,-,0.000,23.581
Dengue Virus Infection,Del Norte,2006,Total,0,28276,-,0.000,13.045
Dengue Virus Infection,Del Norte,2007,Female,0,12697,-,0.000,29.048
Dengue Virus Infection,Del Norte,2007,Male,0,15783,-,0.000,23.370
Dengue Virus Infection,Del Norte,2007,Total,0,28480,-,0.000,12.952
Dengue Virus Infection,Del Norte,2008,Female,0,12739,-,0.000,28.952
Dengue Virus Infection,Del Norte,2008,Male,0,15832,-,0.000,23.298
Dengue Virus Infection,Del Norte,2008,Total,0,28571,-,0.000,12.910
Dengue Virus Infection,Del Norte,2009,Female,0,12720,-,0.000,28.995
Dengue Virus Infection,Del Norte,2009,Male,0,15839,-,0.000,23.288
Dengue Virus Infection,Del Norte,2009,Total,0,28559,-,0.000,12.916
Dengue Virus Infection,Del Norte,2010,Female,0,12703,-,0.000,29.035
Dengue Virus Infection,Del Norte,2010,Male,0,15907,-,0.000,23.188
Dengue Virus Infection,Del Norte,2010,Total,0,28610,-,0.000,12.893
Dengue Virus Infection,Del Norte,2011,Female,0,12505,-,0.000,29.495
Dengue Virus Infection,Del Norte,2011,Male,0,15691,-,0.000,23.507
Dengue Virus Infection,Del Norte,2011,Total,0,28261,-,0.000,13.052
Dengue Virus Infection,Del Norte,2012,Female,0,12386,-,0.000,29.778
Dengue Virus Infection,Del Norte,2012,Male,0,15535,-,0.000,23.743
Dengue Virus Infection,Del Norte,2012,Total,0,28038,-,0.000,13.156
Dengue Virus Infection,Del Norte,2013,Female,0,12256,-,0.000,30.094
Dengue Virus Infection,Del Norte,2013,Male,0,15164,-,0.000,24.324
Dengue Virus Infection,Del Norte,2013,Total,0,27589,-,0.000,13.370
Dengue Virus Infection,Del Norte,2014,Female,0,12098,-,0.000,30.487
Dengue Virus Infection,Del Norte,2014,Male,0,14941,-,0.000,24.687
Dengue Virus Infection,Del Norte,2014,Total,0,27260,-,0.000,13.531
Dengue Virus Infection,Del Norte,2015,Female,0,12059,-,0.000,30.586
Dengue Virus Infection,Del Norte,2015,Male,0,14788,-,0.000,24.942
Dengue Virus Infection,Del Norte,2015,Total,0,27113,-,0.000,13.605
Dengue Virus Infection,Del Norte,2016,Female,0,12276,-,0.000,30.045
Dengue Virus Infection,Del Norte,2016,Male,0,14485,-,0.000,25.464
Dengue Virus Infection,Del Norte,2016,Total,0,27070,-,0.000,13.626
Dengue Virus Infection,Del Norte,2017,Female,0,12235,-,0.000,30.146
Dengue Virus Infection,Del Norte,2017,Male,0,14310,-,0.000,25.775
Dengue Virus Infection,Del Norte,2017,Total,0,26898,-,0.000,13.713
Dengue Virus Infection,Del Norte,2018,Female,0,12229,-,0.000,30.160
Dengue Virus Infection,Del Norte,2018,Male,0,14887,-,0.000,24.776
Dengue Virus Infection,Del Norte,2018,Total,0,27572,-,0.000,13.378
Dengue Virus Infection,Del Norte,2019,Female,0,12342,-,0.000,29.884
Dengue Virus Infection,Del Norte,2019,Male,0,14865,-,0.000,24.813
Dengue Virus Infection,Del Norte,2019,Total,0,27604,-,0.000,13.363
Dengue Virus Infection,Del Norte,2020,Female,0,12341,-,0.000,29.887
Dengue Virus Infection,Del Norte,2020,Male,0,14852,-,0.000,24.835
Dengue Virus Infection,Del Norte,2020,Total,0,27638,-,0.000,13.346
Dengue Virus Infection,Del Norte,2021,Female,0,12129,-,0.000,30.409
Dengue Virus Infection,Del Norte,2021,Male,0,14711,-,0.000,25.073
Dengue Virus Infection,Del Norte,2021,Total,0,27365,-,0.000,13.479
Dengue Virus Infection,Del Norte,2022,Female,0,12097,-,0.000,30.490
Dengue Virus Infection,Del Norte,2022,Male,0,14695,-,0.000,25.100
Dengue Virus Infection,Del Norte,2022,Total,0,26604,-,0.000,13.865
Dengue Virus Infection,El Dorado,2001,Female,0,80988,-,0.000,4.555
Dengue Virus Infection,El Dorado,2001,Male,0,80892,-,0.000,4.560
Dengue Virus Infection,El Dorado,2001,Total,0,161880,-,0.000,2.279
Dengue Virus Infection,El Dorado,2002,Female,0,82411,-,0.000,4.476
Dengue Virus Infection,El Dorado,2002,Male,0,82314,-,0.000,4.481
Dengue Virus Infection,El Dorado,2002,Total,0,164725,-,0.000,2.239
Dengue Virus Infection,El Dorado,2003,Female,0,83875,-,0.000,4.398
Dengue Virus Infection,El Dorado,2003,Male,0,83795,-,0.000,4.402
Dengue Virus Infection,El Dorado,2003,Total,0,167670,-,0.000,2.200
Dengue Virus Infection,El Dorado,2004,Female,0,85200,-,0.000,4.330
Dengue Virus Infection,El Dorado,2004,Male,0,85104,-,0.000,4.334
Dengue Virus Infection,El Dorado,2004,Total,0,170304,-,0.000,2.166
Dengue Virus Infection,El Dorado,2005,Female,0,86647,-,0.000,4.257
Dengue Virus Infection,El Dorado,2005,Male,0,86534,-,0.000,4.263
Dengue Virus Infection,El Dorado,2005,Total,0,173181,-,0.000,2.130
Dengue Virus Infection,El Dorado,2006,Female,0,87654,-,0.000,4.208
Dengue Virus Infection,El Dorado,2006,Male,0,87604,-,0.000,4.211
Dengue Virus Infection,El Dorado,2006,Total,0,175258,-,0.000,2.105
Dengue Virus Infection,El Dorado,2007,Female,0,88622,-,0.000,4.162
Dengue Virus Infection,El Dorado,2007,Male,0,88573,-,0.000,4.165
Dengue Virus Infection,El Dorado,2007,Total,0,177195,-,0.000,2.082
Dengue Virus Infection,El Dorado,2008,Female,0,89339,-,0.000,4.129
Dengue Virus Infection,El Dorado,2008,Male,0,89260,-,0.000,4.133
Dengue Virus Infection,El Dorado,2008,Total,0,178599,-,0.000,2.065
Dengue Virus Infection,El Dorado,2009,Female,0,89876,-,0.000,4.104
Dengue Virus Infection,El Dorado,2009,Male,0,89825,-,0.000,4.107
Dengue Virus Infection,El Dorado,2009,Total,0,179701,-,0.000,2.053
Dengue Virus Infection,El Dorado,2010,Female,0,90487,-,0.000,4.077
Dengue Virus Infection,El Dorado,2010,Male,0,90571,-,0.000,4.073
Dengue Virus Infection,El Dorado,2010,Total,0,181058,-,0.000,2.037
Dengue Virus Infection,El Dorado,2011,Female,0,90290,-,0.000,4.086
Dengue Virus Infection,El Dorado,2011,Male,0,90619,-,0.000,4.071
Dengue Virus Infection,El Dorado,2011,Total,0,180832,-,0.000,2.040
Dengue Virus Infection,El Dorado,2012,Female,0,90222,-,0.000,4.089
Dengue Virus Infection,El Dorado,2012,Male,0,90895,-,0.000,4.058
Dengue Virus Infection,El Dorado,2012,Total,0,180978,-,0.000,2.038
Dengue Virus Infection,El Dorado,2013,Female,0,90700,-,0.000,4.067
Dengue Virus Infection,El Dorado,2013,Male,0,91462,-,0.000,4.033
Dengue Virus Infection,El Dorado,2013,Total,0,181963,-,0.000,2.027
Dengue Virus Infection,El Dorado,2014,Female,0,90640,-,0.000,4.070
Dengue Virus Infection,El Dorado,2014,Male,0,91516,-,0.000,4.031
Dengue Virus Infection,El Dorado,2014,Total,0,181898,-,0.000,2.028
Dengue Virus Infection,El Dorado,2015,Female,0,90724,-,0.000,4.066
Dengue Virus Infection,El Dorado,2015,Male,0,91859,-,0.000,4.016
Dengue Virus Infection,El Dorado,2015,Total,0,182205,-,0.000,2.025
Dengue Virus Infection,El Dorado,2016,Female,1,90942,1.100*,0.028,6.126
Dengue Virus Infection,El Dorado,2016,Male,0,92502,-,0.000,3.988
Dengue Virus Infection,El Dorado,2016,Total,1,182937,0.547*,0.014,3.046
Dengue Virus Infection,El Dorado,2017,Female,0,91797,-,0.000,4.018
Dengue Virus Infection,El Dorado,2017,Male,2,93645,2.136*,0.259,7.715
Dengue Virus Infection,El Dorado,2017,Total,2,184800,1.082*,0.131,3.909
Dengue Virus Infection,El Dorado,2018,Female,0,92911,-,0.000,3.970
Dengue Virus Infection,El Dorado,2018,Male,0,95000,-,0.000,3.883
Dengue Virus Infection,El Dorado,2018,Total,0,187122,-,0.000,1.971
Dengue Virus Infection,El Dorado,2019,Female,1,93376,1.071*,0.027,5.967
Dengue Virus Infection,El Dorado,2019,Male,0,95442,-,0.000,3.865
Dengue Virus Infection,El Dorado,2019,Total,1,187905,0.532*,0.013,2.965
Dengue Virus Infection,El Dorado,2020,Female,1,94980,1.053*,0.027,5.866
Dengue Virus Infection,El Dorado,2020,Male,0,97032,-,0.000,3.802
Dengue Virus Infection,El Dorado,2020,Total,1,191032,0.523*,0.013,2.917
Dengue Virus Infection,El Dorado,2021,Female,0,93485,-,0.000,3.946
Dengue Virus Infection,El Dorado,2021,Male,0,95604,-,0.000,3.858
Dengue Virus Infection,El Dorado,2021,Total,0,191309,-,0.000,1.928
Dengue Virus Infection,El Dorado,2022,Female,0,93888,-,0.000,3.929
Dengue Virus Infection,El Dorado,2022,Male,0,96124,-,0.000,3.838
Dengue Virus Infection,El Dorado,2022,Total,0,189382,-,0.000,1.948
Dengue Virus Infection,Fresno,2001,Female,0,407172,-,0.000,0.906
Dengue Virus Infection,Fresno,2001,Male,0,407831,-,0.000,0.905
Dengue Virus Infection,Fresno,2001,Total,0,815003,-,0.000,0.453
Dengue Virus Infection,Fresno,2002,Female,0,414207,-,0.000,0.891
Dengue Virus Infection,Fresno,2002,Male,0,414430,-,0.000,0.890
Dengue Virus Infection,Fresno,2002,Total,0,828637,-,0.000,0.445
Dengue Virus Infection,Fresno,2003,Female,0,423018,-,0.000,0.872
Dengue Virus Infection,Fresno,2003,Male,0,422899,-,0.000,0.872
Dengue Virus Infection,Fresno,2003,Total,0,845917,-,0.000,0.436
Dengue Virus Infection,Fresno,2004,Female,0,430198,-,0.000,0.857
Dengue Virus Infection,Fresno,2004,Male,0,430028,-,0.000,0.858
Dengue Virus Infection,Fresno,2004,Total,0,860226,-,0.000,0.429
Dengue Virus Infection,Fresno,2005,Female,0,436052,-,0.000,0.846
Dengue Virus Infection,Fresno,2005,Male,0,435858,-,0.000,0.846
Dengue Virus Infection,Fresno,2005,Total,0,871910,-,0.000,0.423
Dengue Virus Infection,Fresno,2006,Female,0,443403,-,0.000,0.832
Dengue Virus Infection,Fresno,2006,Male,0,442973,-,0.000,0.833
Dengue Virus Infection,Fresno,2006,Total,0,886376,-,0.000,0.416
Dengue Virus Infection,Fresno,2007,Female,0,450080,-,0.000,0.820
Dengue Virus Infection,Fresno,2007,Male,0,449746,-,0.000,0.820
Dengue Virus Infection,Fresno,2007,Total,0,899826,-,0.000,0.410
Dengue Virus Infection,Fresno,2008,Female,0,456755,-,0.000,0.808
Dengue Virus Infection,Fresno,2008,Male,0,456484,-,0.000,0.808
Dengue Virus Infection,Fresno,2008,Total,0,913239,-,0.000,0.404
Dengue Virus Infection,Fresno,2009,Female,0,461947,-,0.000,0.799
Dengue Virus Infection,Fresno,2009,Male,1,461948,0.216*,0.005,1.206
Dengue Virus Infection,Fresno,2009,Total,1,923895,0.108*,0.003,0.603
Dengue Virus Infection,Fresno,2010,Female,0,465639,-,0.000,0.792
Dengue Virus Infection,Fresno,2010,Male,0,464811,-,0.000,0.794
Dengue Virus Infection,Fresno,2010,Total,0,930450,-,0.000,0.396
Dengue Virus Infection,Fresno,2011,Female,0,472107,-,0.000,0.781
Dengue Virus Infection,Fresno,2011,Male,1,471700,0.212*,0.005,1.181
Dengue Virus Infection,Fresno,2011,Total,1,941793,0.106*,0.003,0.592
Dengue Virus Infection,Fresno,2012,Female,1,476435,0.210*,0.005,1.169
Dengue Virus Infection,Fresno,2012,Male,0,476560,-,0.000,0.774
Dengue Virus Infection,Fresno,2012,Total,1,949363,0.105*,0.003,0.587
Dengue Virus Infection,Fresno,2013,Female,3,479864,0.625*,0.129,1.827
Dengue Virus Infection,Fresno,2013,Male,0,480848,-,0.000,0.767
Dengue Virus Infection,Fresno,2013,Total,3,955481,0.314*,0.065,0.918
Dengue Virus Infection,Fresno,2014,Female,1,484219,0.207*,0.005,1.151
Dengue Virus Infection,Fresno,2014,Male,1,485620,0.206*,0.005,1.147
Dengue Virus Infection,Fresno,2014,Total,2,963010,0.208*,0.025,0.750
Dengue Virus Infection,Fresno,2015,Female,1,489099,0.204*,0.005,1.139
Dengue Virus Infection,Fresno,2015,Male,0,490526,-,0.000,0.752
Dengue Virus Infection,Fresno,2015,Total,1,970859,0.103*,0.003,0.574
Dengue Virus Infection,Fresno,2016,Female,4,492963,0.811*,0.221,2.078
Dengue Virus Infection,Fresno,2016,Male,2,495143,0.404*,0.049,1.459
Dengue Virus Infection,Fresno,2016,Total,6,977361,0.614*,0.225,1.336
Dengue Virus Infection,Fresno,2017,Female,1,497835,0.201*,0.005,1.119
Dengue Virus Infection,Fresno,2017,Male,1,500264,0.200*,0.005,1.114
Dengue Virus Infection,Fresno,2017,Total,2,985393,0.203*,0.025,0.733
Dengue Virus Infection,Fresno,2018,Female,0,502960,-,0.000,0.733
Dengue Virus Infection,Fresno,2018,Male,0,505798,-,0.000,0.729
Dengue Virus Infection,Fresno,2018,Total,0,993965,-,0.000,0.371
Dengue Virus Infection,Fresno,2019,Female,0,507632,-,0.000,0.727
Dengue Virus Infection,Fresno,2019,Male,2,510805,0.392*,0.047,1.414
Dengue Virus Infection,Fresno,2019,Total,2,1001640,0.200*,0.024,0.721
Dengue Virus Infection,Fresno,2020,Female,1,511538,0.195*,0.005,1.089
Dengue Virus Infection,Fresno,2020,Male,0,514820,-,0.000,0.717
Dengue Virus Infection,Fresno,2020,Total,1,1007344,0.099*,0.003,0.553
Dengue Virus Infection,Fresno,2021,Female,0,508934,-,0.000,0.725
Dengue Virus Infection,Fresno,2021,Male,1,512715,0.195*,0.005,1.087
Dengue Virus Infection,Fresno,2021,Total,1,1010453,0.099*,0.003,0.551
Dengue Virus Infection,Fresno,2022,Female,1,512309,0.195*,0.005,1.088
Dengue Virus Infection,Fresno,2022,Male,1,516809,0.193*,0.005,1.078
Dengue Virus Infection,Fresno,2022,Total,2,1012350,0.198*,0.024,0.714
Dengue Virus Infection,Glenn,2001,Female,0,13154,-,0.000,28.039
Dengue Virus Infection,Glenn,2001,Male,0,13457,-,0.000,27.409
Dengue Virus Infection,Glenn,2001,Total,0,26611,-,0.000,13.861
Dengue Virus Infection,Glenn,2002,Female,0,13251,-,0.000,27.835
Dengue Virus Infection,Glenn,2002,Male,0,13541,-,0.000,27.238
Dengue Virus Infection,Glenn,2002,Total,0,26792,-,0.000,13.768
Dengue Virus Infection,Glenn,2003,Female,0,13448,-,0.000,27.427
Dengue Virus Infection,Glenn,2003,Male,0,13708,-,0.000,26.906
Dengue Virus Infection,Glenn,2003,Total,0,27156,-,0.000,13.583
Dengue Virus Infection,Glenn,2004,Female,0,13518,-,0.000,27.285
Dengue Virus Infection,Glenn,2004,Male,0,13746,-,0.000,26.832
Dengue Virus Infection,Glenn,2004,Total,0,27264,-,0.000,13.529
Dengue Virus Infection,Glenn,2005,Female,0,13636,-,0.000,27.048
Dengue Virus Infection,Glenn,2005,Male,0,13889,-,0.000,26.557
Dengue Virus Infection,Glenn,2005,Total,0,27525,-,0.000,13.401
Dengue Virus Infection,Glenn,2006,Female,0,13729,-,0.000,26.866
Dengue Virus Infection,Glenn,2006,Male,0,14002,-,0.000,26.342
Dengue Virus Infection,Glenn,2006,Total,0,27731,-,0.000,13.301
Dengue Virus Infection,Glenn,2007,Female,0,13871,-,0.000,26.591
Dengue Virus Infection,Glenn,2007,Male,0,14142,-,0.000,26.081
Dengue Virus Infection,Glenn,2007,Total,0,28013,-,0.000,13.168
Dengue Virus Infection,Glenn,2008,Female,0,13920,-,0.000,26.497
Dengue Virus Infection,Glenn,2008,Male,0,14200,-,0.000,25.974
Dengue Virus Infection,Glenn,2008,Total,0,28120,-,0.000,13.117
Dengue Virus Infection,Glenn,2009,Female,0,13906,-,0.000,26.523
Dengue Virus Infection,Glenn,2009,Male,0,14150,-,0.000,26.067
Dengue Virus Infection,Glenn,2009,Total,0,28056,-,0.000,13.147
Dengue Virus Infection,Glenn,2010,Female,0,13931,-,0.000,26.476
Dengue Virus Infection,Glenn,2010,Male,0,14191,-,0.000,25.991
Dengue Virus Infection,Glenn,2010,Total,0,28122,-,0.000,13.117
Dengue Virus Infection,Glenn,2011,Female,0,13948,-,0.000,26.444
Dengue Virus Infection,Glenn,2011,Male,0,14337,-,0.000,25.726
Dengue Virus Infection,Glenn,2011,Total,0,28219,-,0.000,13.071
Dengue Virus Infection,Glenn,2012,Female,0,13869,-,0.000,26.594
Dengue Virus Infection,Glenn,2012,Male,0,14259,-,0.000,25.867
Dengue Virus Infection,Glenn,2012,Total,0,28009,-,0.000,13.169
Dengue Virus Infection,Glenn,2013,Female,0,13848,-,0.000,26.635
Dengue Virus Infection,Glenn,2013,Male,0,14337,-,0.000,25.726
Dengue Virus Infection,Glenn,2013,Total,0,28014,-,0.000,13.167
Dengue Virus Infection,Glenn,2014,Female,0,13902,-,0.000,26.531
Dengue Virus Infection,Glenn,2014,Male,0,14396,-,0.000,25.621
Dengue Virus Infection,Glenn,2014,Total,0,28075,-,0.000,13.139
Dengue Virus Infection,Glenn,2015,Female,0,13896,-,0.000,26.543
Dengue Virus Infection,Glenn,2015,Male,0,14390,-,0.000,25.632
Dengue Virus Infection,Glenn,2015,Total,0,28001,-,0.000,13.173
Dengue Virus Infection,Glenn,2016,Female,0,13932,-,0.000,26.474
Dengue Virus Infection,Glenn,2016,Male,0,14420,-,0.000,25.578
Dengue Virus Infection,Glenn,2016,Total,0,28005,-,0.000,13.171
Dengue Virus Infection,Glenn,2017,Female,0,13995,-,0.000,26.355
Dengue Virus Infection,Glenn,2017,Male,0,14486,-,0.000,25.462
Dengue Virus Infection,Glenn,2017,Total,0,28072,-,0.000,13.140
Dengue Virus Infection,Glenn,2018,Female,0,14050,-,0.000,26.252
Dengue Virus Infection,Glenn,2018,Male,0,14564,-,0.000,25.326
Dengue Virus Infection,Glenn,2018,Total,0,28134,-,0.000,13.111
Dengue Virus Infection,Glenn,2019,Female,0,14271,-,0.000,25.845
Dengue Virus Infection,Glenn,2019,Male,0,14801,-,0.000,24.920
Dengue Virus Infection,Glenn,2019,Total,0,28525,-,0.000,12.931
