row_index,site_id,fips
557,0303196,42101
558,0303253,24015
559,0303257,42107
560,0303260,24043
561,0303307,42079
562,0303618,24015
563,0303677,54051
564,0303768,51650
565,0303820,42091
566,0303920,10003
567,0304017,54019
568,0304203,10005
569,0304257,42037
570,0304341,24003
571,0304462,24033
572,0304759,54107
573,0304985,54103
574,0305428,54035
575,0305521,42045
576,0305549,42101
577,0305679,42011
578,0306115,51740
579,0306645,10005
580,0306939,42091
581,0400073,01129
582,0400129,01117
583,0400144,01097
584,0400153,01129
585,0400306,01097
586,0400417,01097
587,0400443,01015
588,0400449,01121
589,0400460,12009
590,0400471,12057
591,0400485,12057
592,0400492,12033
593,0400512,12061
594,0400518,12039
595,0400520,12095
596,0400521,12069
597,0400536,12057
598,0400537,12057
599,0400548,12011
600,0400561,12086
601,0400563,12086
602,0400566,12086
603,0400572,12033
604,0400573,12033
605,0400578,12103
606,0400581,12086
607,0400599,12086
608,0400614,12031
609,0400622,12039
610,0400623,12105
611,0400627,12105
612,0400637,12127
613,0400642,12085
614,0400655,12095
615,0400657,12085
616,0400668,12099
617,0400674,12057
618,0400683,12095
619,0400684,12033
620,0400736,12086
621,0400746,12086
622,0400756,12011
623,0400769,12086
624,0400779,12057
625,0400785,12099
626,0400804,12063
627,0400818,12033
628,0400836,12033
629,0400853,12057
630,0400859,12031
631,0400897,12011
632,0400900,12086
633,0400901,12031
634,0400902,12063
635,0400903,12001
636,0400914,12057
637,0400916,12057
638,0400917,12121
639,0400919,12011
640,0400933,12031
641,0401044,12086
642,0401078,12011
643,0401202,12031
644,0401205,12005
645,0401208,12113
646,0401214,12031
647,0401221,12033
648,0401299,13245
649,0401315,13225
650,0401395,13205
651,0401411,13245
652,0401428,13095
653,0401627,13233
654,0401660,13233
655,0401699,13127
656,0401732,13295
657,0401838,13233
658,0401840,13095
659,0401854,13277
660,0401869,13153
661,0401879,13095
662,0401930,21157
663,0401977,21157
664,0401991,21091
665,0402059,21029
666,0402076,21149
667,0402081,21059
668,0402090,21093
669,0402104,21111
670,0402125,21111
671,0402127,21093
672,0402139,21069
673,0402171,21183
674,0402195,21029
675,0402253,28089
676,0402260,28159
677,0402275,47157
678,0402285,28043
679,0402288,28047
680,0402374,28109
