Rank,trial_number,timestamp,train_MSE,train_RMSE,train_R2,validation_MSE,validation_RMSE,validation_R2,hidden_channels,lr,dropout,weight_decay,num_layers,aggr,activation,batch_norm,residual,accumulation_steps,state
99,229,4/29/2025 20:04,2426.891113,49.26348661,0.280748844,2829.365234,53.19177788,0.169108093,192,0.003709718,0.162420895,2.44E-05,3,mean,relu,FALSE,TRUE,6,2
100,277,4/29/2025 20:04,2457.741699,49.57561597,0.27160579,2831.073975,53.20783753,0.168606281,192,0.003012317,0.166958128,6.36E-05,3,mean,relu,FALSE,TRUE,8,2
101,14,4/29/2025 20:04,2250.793945,47.44253308,0.332938313,2833.454346,53.23020144,0.167907238,192,0.003549889,0.174533159,7.30E-05,3,mean,relu,FALSE,TRUE,8,1
102,199,4/29/2025 20:04,2467.690674,49.67585605,0.268657207,2833.768555,53.23315278,0.16781497,160,0.003772916,0.179077395,6.25E-05,3,mean,relu,FALSE,TRUE,6,2
103,180,4/29/2025 20:04,2415.744141,49.15022015,0.284052491,2837.707031,53.27013264,0.166658401,192,0.004552022,0.179777935,1.59E-05,3,mean,relu,FALSE,TRUE,8,2
104,42,4/29/2025 20:04,2529.930664,50.29841612,0.250211298,2841.164795,53.30257775,0.165642977,160,0.002839542,0.187356515,2.22E-05,3,mean,relu,FALSE,TRUE,6,2
105,255,4/29/2025 20:04,2428.075684,49.27550795,0.280397773,2842.797119,53.31788742,0.165163577,192,0.004706694,0.180182531,6.37E-05,3,mean,relu,FALSE,TRUE,6,2
106,105,4/29/2025 20:04,2486.453857,49.86435458,0.263096392,2842.884277,53.31870476,0.165138006,192,0.0033696,0.165098855,4.66E-05,3,mean,relu,FALSE,TRUE,6,2
107,84,4/29/2025 20:04,2424.256348,49.23673778,0.281529725,2843.585693,53.32528193,0.164932013,192,0.003671346,0.167521954,3.84E-05,3,mean,relu,FALSE,TRUE,6,2
108,60,4/29/2025 20:04,2173.481934,46.62061704,0.355851054,2845.259033,53.34096956,0.164440632,192,0.004864098,0.155491722,8.75E-05,3,mean,relu,FALSE,TRUE,8,1
109,295,4/29/2025 20:04,2396.453613,48.95358632,0.28976959,2846.208984,53.34987333,0.164161623,192,0.004456043,0.172903027,5.29E-05,3,mean,relu,FALSE,TRUE,4,2
110,153,4/29/2025 20:04,2485.05542,49.85033019,0.263510823,2848.645508,53.37270377,0.163446128,192,0.003566119,0.175971425,6.37E-05,3,mean,relu,FALSE,TRUE,8,2
111,190,4/29/2025 20:04,2400.775146,48.99770552,0.288488746,2849.911621,53.38456351,0.163074255,192,0.004209167,0.168442824,6.43E-05,3,mean,relu,FALSE,TRUE,8,2
112,157,4/29/2025 20:04,2503.42627,50.03425096,0.258066356,2851.671875,53.40104751,0.162557364,192,0.003795466,0.18015749,5.15E-05,3,mean,relu,FALSE,TRUE,6,2
113,107,4/29/2025 20:04,2502.974365,50.02973481,0.258200288,2853.073975,53.41417391,0.162145615,160,0.003148009,0.168326215,5.39E-05,3,mean,relu,FALSE,TRUE,6,2
114,282,4/29/2025 20:04,2447.654785,49.47377876,0.274595141,2867.440674,53.548489,0.157926559,192,0.004186945,0.165896941,5.98E-05,3,mean,relu,FALSE,TRUE,8,2
115,226,4/29/2025 20:04,2461.837646,49.61690888,0.270391822,2868.680664,53.56006595,0.157562435,192,0.003410035,0.167957577,5.00E-05,3,mean,relu,FALSE,TRUE,6,2
116,197,4/29/2025 20:04,2412.372559,49.11590942,0.285051703,2868.891602,53.56203508,0.157500505,192,0.004354058,0.173023081,6.50E-05,3,mean,relu,FALSE,TRUE,6,2
117,169,4/29/2025 20:04,2582.01416,50.8135234,0.234775484,2868.924316,53.56234047,0.157490909,192,0.00355504,0.163633403,1.23E-05,3,mean,relu,FALSE,TRUE,6,2
118,155,4/29/2025 20:04,2474.005127,49.739372,0.2667858,2872.091797,53.59190048,0.156560719,192,0.003915128,0.165105225,7.05E-05,3,mean,relu,FALSE,TRUE,6,2
119,83,4/29/2025 20:04,2518.065186,50.18032668,0.253727853,2872.30835,53.59392083,0.156497061,192,0.004562373,0.181952284,6.87E-05,3,mean,relu,FALSE,TRUE,4,2
120,171,4/29/2025 20:04,2567.024658,50.66581351,0.239217818,2873.283691,53.60301942,0.156210661,192,0.003616585,0.177121917,1.72E-05,3,mean,relu,FALSE,TRUE,6,2
121,175,4/29/2025 20:04,2532.052734,50.3195065,0.24958241,2874.262451,53.61214835,0.155923307,192,0.00311331,0.174828811,1.36E-05,3,mean,relu,FALSE,TRUE,6,2
122,276,4/29/2025 20:04,2473.390137,49.73318949,0.266968071,2876.174805,53.62998047,0.155361712,192,0.003725299,0.160374724,3.02E-05,3,mean,relu,FALSE,TRUE,8,2
123,112,4/29/2025 20:04,2554.303955,50.54012223,0.242987871,2876.2854,53.63101155,0.155329168,192,0.003636491,0.172787566,5.84E-05,3,mean,relu,FALSE,TRUE,6,2
124,283,4/29/2025 20:04,2561.085693,50.60717037,0.240977943,2876.662109,53.63452348,0.155218542,192,0.003827543,0.169366646,2.14E-05,3,mean,relu,FALSE,TRUE,8,2
125,152,4/29/2025 20:04,2548.146973,50.47917365,0.244812608,2876.72876,53.63514482,0.155198991,192,0.003618274,0.170297689,5.68E-05,3,mean,relu,FALSE,TRUE,8,2
126,215,4/29/2025 20:04,2471.380615,49.71298236,0.267563641,2877.772949,53.64487813,0.154892325,192,0.003583198,0.177590687,8.00E-05,4,mean,relu,FALSE,TRUE,8,2
127,236,4/29/2025 20:04,2226.836426,47.18936772,0.340038538,2878.957764,53.65592012,0.154544413,192,0.00353553,0.18905852,2.19E-05,4,mean,relu,FALSE,TRUE,6,1
128,195,4/29/2025 20:04,2535.043457,50.34921506,0.248696029,2882.197754,53.68610392,0.153592944,192,0.003182111,0.169136626,5.90E-05,3,mean,relu,FALSE,TRUE,6,2
129,15,4/29/2025 20:04,2272.753418,47.67340368,0.326430261,2883.169189,53.69515052,0.153307676,192,0.004528877,0.245973372,6.44E-05,3,mean,relu,FALSE,TRUE,6,1
130,122,4/29/2025 20:04,2536.408691,50.36277089,0.248291433,2885.05249,53.71268463,0.152754605,192,0.003853532,0.17159138,5.52E-05,3,mean,relu,FALSE,TRUE,6,2
131,154,4/29/2025 20:04,2542.424072,50.42245603,0.246508658,2889.099365,53.75034293,0.151566148,192,0.004257757,0.172094117,5.43E-05,3,mean,relu,FALSE,TRUE,8,2
132,133,4/29/2025 20:04,2488.347168,49.88333557,0.262535274,2894.251709,53.79825006,0.150053084,192,0.003766617,0.190021609,6.03E-05,4,mean,relu,FALSE,TRUE,6,2
133,185,4/29/2025 20:04,2564.120361,50.63714409,0.240078628,2895.228027,53.80732318,0.149766326,192,0.004406128,0.185062099,6.31E-05,3,mean,relu,FALSE,TRUE,6,2
134,293,4/29/2025 20:04,2596.174805,50.9526722,0.230578661,2895.815918,53.81278582,0.149593711,192,0.003718495,0.170804723,5.77E-05,3,mean,relu,FALSE,TRUE,6,2
135,223,4/29/2025 20:04,2509.845703,50.09836028,0.256163836,2899.052002,53.84284541,0.148643374,192,0.00347721,0.194212844,3.44E-05,3,mean,relu,FALSE,TRUE,6,2
136,74,4/29/2025 20:04,2520.345703,50.20304476,0.253051937,2899.366699,53.8457677,0.148550987,192,0.004686,0.166461795,5.05E-05,3,mean,relu,FALSE,TRUE,8,2
137,137,4/29/2025 20:04,2628.153076,51.26551547,0.221101403,2900.854004,53.85957671,0.148114204,192,0.003213294,0.171372226,5.07E-05,3,mean,relu,FALSE,TRUE,6,2
138,104,4/29/2025 20:04,2481.318115,49.81283083,0.264618516,2903.196289,53.8813167,0.147426367,192,0.003236084,0.172798708,6.41E-05,5,mean,relu,FALSE,TRUE,8,2
139,92,4/29/2025 20:04,2524.425781,50.24366409,0.251842797,2903.951904,53.88832809,0.147204459,192,0.003435135,0.175406322,9.72E-05,3,mean,relu,FALSE,TRUE,6,2
140,57,4/29/2025 20:04,2586.679932,50.8594134,0.233392656,2908.180908,53.9275524,0.145962536,192,0.003230859,0.175464282,5.21E-05,3,mean,relu,FALSE,TRUE,6,2
141,246,4/29/2025 20:04,2551.463379,50.51201222,0.243829727,2909.776611,53.94234525,0.145493865,192,0.00374698,0.190758973,5.51E-05,3,mean,relu,FALSE,TRUE,6,2
142,262,4/29/2025 20:04,2595.852783,50.9495121,0.230674148,2909.971436,53.94415108,0.145436704,192,0.003545408,0.178075265,6.13E-05,3,mean,relu,FALSE,TRUE,6,2
143,77,4/29/2025 20:04,2612.225098,51.1099315,0.225821972,2909.990967,53.94433211,0.145430923,160,0.004027802,0.16286123,7.16E-05,3,mean,relu,FALSE,TRUE,4,2
144,103,4/29/2025 20:04,2635.612305,51.33821486,0.218890667,2910.711914,53.95101402,0.145219207,192,0.003514739,0.17047489,5.07E-05,3,mean,relu,FALSE,TRUE,4,2
145,243,4/29/2025 20:04,2621.602783,51.20158966,0.223042667,2913.311035,53.97509643,0.144455969,192,0.003538459,0.174424059,6.09E-05,3,mean,relu,FALSE,TRUE,6,2
146,196,4/29/2025 20:04,2632.320801,51.30614779,0.219866216,2913.472168,53.97658907,0.144408703,192,0.003587089,0.18062681,4.99E-05,3,mean,relu,FALSE,TRUE,8,2
147,121,4/29/2025 20:04,2573.09375,50.72567151,0.237419128,2914.649414,53.98749313,0.144062877,192,0.003669828,0.16949541,5.72E-05,3,mean,relu,FALSE,TRUE,6,2
148,176,4/29/2025 20:04,2622.338379,51.20877248,0.222824693,2915.131592,53.99195858,0.143921316,192,0.003396742,0.182015787,3.72E-05,3,mean,relu,FALSE,TRUE,6,2
149,78,4/29/2025 20:04,2520.702393,50.2065971,0.252946258,2915.818359,53.99831812,0.143719673,192,0.004255776,0.169720525,6.24E-05,3,mean,relu,FALSE,TRUE,8,2
150,111,4/29/2025 20:04,2634.054688,51.32304246,0.219352365,2918.738525,54.02535077,0.142862082,192,0.003798768,0.17598701,5.63E-05,3,mean,relu,FALSE,TRUE,6,2
151,264,4/29/2025 20:04,2689.715332,51.86246554,0.202856302,2921.408691,54.05005727,0.142077923,192,0.003656524,0.181663837,6.52E-05,3,mean,relu,FALSE,TRUE,8,2
152,179,4/29/2025 20:04,2703.810791,51.99818065,0.198678911,2921.931396,54.05489244,0.141924441,192,0.003529441,0.173113076,4.79E-05,3,mean,relu,FALSE,TRUE,6,2
153,174,4/29/2025 20:04,2673.765381,51.70846527,0.207583427,2923.424561,54.06870223,0.141485989,192,0.003326448,0.171540334,2.07E-05,3,mean,relu,FALSE,TRUE,6,2
154,256,4/29/2025 20:04,2675.875977,51.72886986,0.206957877,2926.337402,54.09563201,0.140630543,192,0.003454324,0.173660764,1.77E-05,3,mean,relu,FALSE,TRUE,8,2
155,5,4/29/2025 20:04,2366.69458,48.64868529,0.29858917,2927.12085,54.10287284,0.140400529,160,0.005035391,0.171135282,9.64E-05,4,mean,relu,FALSE,TRUE,6,1
156,143,4/29/2025 20:04,2685.421143,51.82104922,0.20412904,2927.623047,54.10751377,0.140253007,192,0.003718771,0.173037866,5.33E-05,3,mean,relu,FALSE,TRUE,6,2
157,254,4/29/2025 20:04,2673.87793,51.70955356,0.207550049,2928.161377,54.11248818,0.140094936,192,0.003695446,0.214062122,5.25E-05,3,mean,relu,FALSE,TRUE,8,2
158,257,4/29/2025 20:04,2703.890869,51.99895065,0.198655248,2928.60791,54.11661399,0.139963746,192,0.003204259,0.171887313,5.85E-05,3,mean,relu,FALSE,TRUE,6,2
159,128,4/29/2025 20:04,2685.180176,51.81872418,0.204200387,2929.044922,54.12065153,0.139835417,192,0.003486096,0.177115404,6.34E-05,3,mean,relu,FALSE,TRUE,6,2
160,238,4/29/2025 20:04,2682.389893,51.79179368,0.205027342,2929.313477,54.12313255,0.13975656,192,0.003634166,0.200902292,1.55E-05,3,mean,relu,FALSE,TRUE,6,2
161,192,4/29/2025 20:04,2697.304932,51.93558444,0.200607002,2929.661865,54.12635093,0.139654279,192,0.004144319,0.223702018,6.80E-05,3,mean,relu,FALSE,TRUE,8,2
162,160,4/29/2025 20:04,2687.419678,51.84032868,0.203536689,2929.751709,54.12718087,0.139627874,192,0.003429306,0.185435919,6.68E-05,3,mean,relu,FALSE,TRUE,8,2
163,56,4/29/2025 20:04,2612.893799,51.11647287,0.225623786,2930.682129,54.13577495,0.139354646,192,0.003509762,0.154348643,6.58E-05,3,mean,relu,FALSE,TRUE,6,2
164,136,4/29/2025 20:04,2711.168701,52.06888419,0.196498275,2931.166016,54.14024396,0.139212549,192,0.003604995,0.174303821,5.58E-05,3,mean,relu,FALSE,TRUE,8,2
165,298,4/29/2025 20:04,2675.596924,51.72617252,0.207040608,2931.386719,54.14228217,0.139147699,192,0.003787435,0.179448656,6.28E-05,3,mean,relu,FALSE,TRUE,8,2
166,135,4/29/2025 20:04,2688.355225,51.84935125,0.203259468,2932.884521,54.1561125,0.138707876,192,0.004621633,0.192628572,3.89E-05,3,mean,relu,FALSE,TRUE,6,2
167,269,4/29/2025 20:04,2699.364746,51.95541113,0.199996591,2933.619629,54.16289901,0.138491988,192,0.004540386,0.159807809,7.32E-05,3,mean,relu,FALSE,TRUE,8,2
168,274,4/29/2025 20:04,2608.806396,51.07647596,0.226835132,2934.137939,54.16768353,0.138339758,192,0.00429818,0.16559173,8.00E-05,3,mean,relu,FALSE,TRUE,8,2
169,297,4/29/2025 20:04,2695.743896,51.9205537,0.201069713,2934.906006,54.17477278,0.138114274,192,0.003550306,0.164316628,5.91E-05,3,mean,relu,FALSE,TRUE,6,2
170,51,4/29/2025 20:04,2699.889404,51.96046001,0.199841082,2936.301514,54.18765093,0.137704372,192,0.003590757,0.177787986,4.11E-05,3,mean,relu,FALSE,TRUE,6,2
171,96,4/29/2025 20:04,2734.450439,52.29197299,0.189598322,2938.283936,54.20594004,0.137122273,160,0.003053477,0.152494956,7.91E-05,3,mean,relu,FALSE,TRUE,8,2
172,184,4/29/2025 20:04,2669.947021,51.67153009,0.208715022,2939.068848,54.21317965,0.136891723,192,0.003755608,0.166017139,6.02E-05,3,mean,relu,FALSE,TRUE,6,2
173,100,4/29/2025 20:04,2668.917236,51.6615644,0.209020257,2939.31958,54.21549207,0.136818111,192,0.004304261,0.188721162,1.46E-05,3,mean,relu,FALSE,TRUE,8,2
174,53,4/29/2025 20:04,2726.337646,52.2143433,0.192002714,2941.063477,54.23157269,0.136305928,192,0.003597252,0.166915877,3.56E-05,3,mean,relu,FALSE,TRUE,6,2
175,81,4/29/2025 20:04,2714.559326,52.10143305,0.1954934,2941.83667,54.23870085,0.136078954,192,0.0038074,0.176609653,5.79E-05,3,mean,relu,FALSE,TRUE,8,2
176,296,4/29/2025 20:04,2682.707764,51.79486233,0.204933167,2943.272705,54.25193734,0.135657251,160,0.004381367,0.167592996,1.66E-05,3,mean,relu,FALSE,TRUE,8,2
177,166,4/29/2025 20:04,2735.80249,52.30489929,0.189197659,2943.789795,54.25670276,0.135505378,192,0.002894084,0.209625189,7.88E-05,3,mean,relu,FALSE,TRUE,8,2
178,37,4/29/2025 20:04,2736.728271,52.3137484,0.188923299,2944.752441,54.26557326,0.135222614,160,0.003384118,0.168300569,8.52E-05,3,mean,relu,FALSE,TRUE,4,2
179,281,4/29/2025 20:04,2703.749756,51.99759375,0.198697031,2945.520996,54.27265422,0.134996951,192,0.003677781,0.168671583,5.13E-05,3,mean,relu,FALSE,TRUE,8,2
180,222,4/29/2025 20:04,2727.20752,52.22267247,0.191744924,2950.900879,54.32219509,0.13341707,192,0.003298812,0.151810116,6.34E-05,3,mean,relu,FALSE,TRUE,6,2
181,101,4/29/2025 20:04,2726.397705,52.21491841,0.191984951,2951.077148,54.32381751,0.133365273,192,0.003109543,0.184617659,8.28E-05,3,mean,relu,FALSE,TRUE,6,2
182,200,4/29/2025 20:04,2698.53418,51.94741745,0.200242758,2951.553955,54.32820589,0.133225262,192,0.004240876,0.200335036,5.70E-05,3,mean,relu,FALSE,TRUE,8,2
183,285,4/29/2025 20:04,2597.600342,50.96665912,0.230156243,2952.331055,54.33535732,0.132997036,192,0.005360787,0.171946734,2.45E-05,3,mean,relu,FALSE,TRUE,8,2
184,34,4/29/2025 20:04,2544.457031,50.44261127,0.245906234,2955.955566,54.36870025,0.131932616,128,0.005468776,0.214850056,9.50E-05,4,mean,relu,FALSE,TRUE,6,1
185,235,4/29/2025 20:04,2725.487061,52.20619753,0.192254841,2956.188965,54.37084664,0.13186413,192,0.003608244,0.213823493,2.11E-05,4,mean,relu,FALSE,TRUE,6,2
186,286,4/29/2025 20:04,2543.628418,50.43439717,0.246151745,2957.055908,54.37881856,0.131609559,192,0.004069648,0.153029488,6.88E-05,5,mean,relu,FALSE,TRUE,6,2
187,217,4/29/2025 20:04,2761.602783,52.55095416,0.181551278,2957.341797,54.38144718,0.131525576,192,0.003921305,0.212283516,5.20E-05,3,mean,relu,FALSE,TRUE,8,2
188,280,4/29/2025 20:04,2773.779297,52.66668109,0.177942574,2957.906738,54.38664117,0.131359637,192,0.003604041,0.157524778,5.56E-05,3,mean,relu,FALSE,TRUE,8,2
189,270,4/29/2025 20:04,2763.820313,52.57204878,0.180894017,2959.384521,54.40022538,0.130925655,192,0.004424978,0.161741457,6.73E-05,3,mean,relu,FALSE,TRUE,8,2
190,170,4/29/2025 20:04,2805.176514,52.96391709,0.168637395,2960.133057,54.40710484,0.130705833,192,0.003498982,0.169232276,1.28E-05,3,mean,relu,FALSE,TRUE,8,2
191,290,4/29/2025 20:04,2763.931641,52.57310758,0.180861056,2961.433594,54.41905543,0.130323946,192,0.003877586,0.177151959,6.59E-05,3,mean,relu,FALSE,TRUE,8,2
192,194,4/29/2025 20:04,2764.274658,52.57636977,0.18075937,2961.509277,54.4197508,0.130301714,192,0.004179624,0.164207304,7.53E-05,3,mean,relu,FALSE,TRUE,8,2
193,261,4/29/2025 20:04,2769.855469,52.62941638,0.179105461,2961.840576,54.42279464,0.13020438,192,0.003848024,0.210949703,5.43E-05,3,mean,relu,FALSE,TRUE,8,2
194,214,4/29/2025 20:04,2707.82666,52.0367818,0.197488785,2963.211914,54.43539211,0.129801691,192,0.004483943,0.155170508,6.73E-05,4,mean,relu,FALSE,TRUE,8,2
195,258,4/29/2025 20:04,2764.474854,52.57827359,0.180700064,2964.447754,54.44674236,0.129438818,192,0.003060733,0.208221933,2.65E-05,3,mean,relu,FALSE,TRUE,6,2
196,123,4/29/2025 20:04,2777.983643,52.70658064,0.176696539,2964.544678,54.44763243,0.129410326,192,0.003761446,0.165290367,6.52E-05,3,mean,relu,FALSE,TRUE,6,2
197,93,4/29/2025 20:04,2710.133301,52.05894064,0.19680512,2964.757568,54.4495874,0.129347861,192,0.003889562,0.165789507,5.97E-05,3,mean,relu,FALSE,TRUE,8,2
198,187,4/29/2025 20:04,2783.240479,52.75642595,0.175138593,2964.819092,54.45015236,0.129329741,192,0.003679249,0.218581655,4.08E-05,3,mean,relu,FALSE,TRUE,8,2
199,205,4/29/2025 20:04,2797.010742,52.88677285,0.171057522,2964.910156,54.45098857,0.129302979,192,0.003460161,0.182707167,1.86E-05,3,mean,relu,FALSE,TRUE,6,2
200,106,4/29/2025 20:04,2751.242432,52.45228719,0.184621751,2965.196533,54.45361818,0.129218936,192,0.004627238,0.162307169,7.48E-05,3,mean,relu,FALSE,TRUE,8,2
201,252,4/29/2025 20:04,2785.380615,52.77670523,0.17450434,2966.18042,54.46265161,0.128929973,192,0.003492848,0.164322604,6.07E-05,3,mean,relu,FALSE,TRUE,6,2
202,253,4/29/2025 20:04,2753.990967,52.47848099,0.183807135,2966.274414,54.46351452,0.128902376,192,0.003755582,0.170025233,4.53E-05,3,mean,relu,FALSE,TRUE,6,2
203,202,4/29/2025 20:04,2776.821045,52.69555052,0.177041054,2967.096924,54.47106501,0.128660858,192,0.00256975,0.16612519,2.34E-05,4,mean,relu,FALSE,TRUE,6,2
204,181,4/29/2025 20:04,2791.007568,52.8299874,0.172836602,2967.658447,54.4762191,0.128495872,160,0.003591301,0.188420775,1.89E-05,3,mean,relu,FALSE,TRUE,6,2
205,273,4/29/2025 20:04,2777.754639,52.70440815,0.176764369,2968.717773,54.48594106,0.128184795,192,0.003769675,0.16139335,9.03E-05,3,mean,relu,FALSE,TRUE,8,2
206,272,4/29/2025 20:04,2788.805664,52.80914375,0.173489213,2969.598877,54.49402607,0.127926052,160,0.004345166,0.164498249,1.37E-05,3,mean,relu,FALSE,TRUE,8,2
207,279,4/29/2025 20:04,2739.516113,52.34038702,0.188097,2969.703613,54.49498705,0.127895355,192,0.004432822,0.163068644,7.74E-05,3,mean,relu,FALSE,TRUE,4,2
208,221,4/29/2025 20:04,2776.023193,52.68797959,0.177277505,2969.950684,54.49725391,0.127822757,192,0.003522182,0.212575783,5.48E-05,3,mean,relu,FALSE,TRUE,6,2
209,145,4/29/2025 20:04,2789.03125,52.81127957,0.173422396,2970.115479,54.49876584,0.127774358,192,0.003033168,0.174505367,5.49E-05,3,mean,relu,FALSE,TRUE,6,2
210,259,4/29/2025 20:04,2790.036621,52.82079724,0.173124373,2970.203613,54.49957443,0.127748489,160,0.003381582,0.167145886,8.30E-05,3,mean,relu,FALSE,TRUE,8,2
211,134,4/29/2025 20:04,2775.572998,52.68370714,0.17741096,2970.641113,54.50358808,0.127619982,192,0.004011924,0.169985632,4.21E-05,3,mean,relu,FALSE,TRUE,6,2
212,142,4/29/2025 20:04,2797.486816,52.89127354,0.170916438,2970.953125,54.50645031,0.127528369,192,0.003829804,0.161921573,5.15E-05,3,mean,relu,FALSE,TRUE,6,2
213,220,4/29/2025 20:04,2786.171875,52.784201,0.174269795,2971.086914,54.50767757,0.12748903,192,0.003353644,0.196851151,6.00E-05,3,mean,relu,FALSE,TRUE,6,2
214,159,4/29/2025 20:04,2791.919189,52.83861457,0.172566473,2971.168457,54.50842556,0.127465129,192,0.00370689,0.150050101,5.93E-05,3,mean,relu,FALSE,TRUE,6,2
215,29,4/29/2025 20:04,2735.578613,52.30275914,0.18926394,2971.901367,54.51514805,0.127249897,128,0.004368535,0.183174694,2.78E-05,4,mean,relu,FALSE,TRUE,4,2
216,203,4/29/2025 20:04,2769.351563,52.62462886,0.17925477,2972.583496,54.52140402,0.127049565,192,0.004084815,0.192724341,3.28E-05,3,mean,relu,FALSE,TRUE,6,2
217,85,4/29/2025 20:04,2757.066406,52.50777472,0.18289572,2972.812256,54.52350187,0.126982391,160,0.004787254,0.172668564,5.64E-05,3,mean,relu,FALSE,TRUE,8,2
218,173,4/29/2025 20:04,2767.19165,52.60410298,0.179894924,2972.873047,54.52405934,0.126964569,192,0.003730055,0.18902662,1.46E-05,3,mean,relu,FALSE,TRUE,6,2
219,39,4/29/2025 20:04,2790.356934,52.82382922,0.173029482,2973.790527,54.53247223,0.126695096,160,0.002906649,0.15071453,7.10E-05,3,mean,relu,FALSE,TRUE,6,2
220,288,4/29/2025 20:04,2795.893311,52.87620741,0.171388686,2973.951904,54.53395185,0.12664777,192,0.003554408,0.214443989,5.55E-05,3,mean,relu,FALSE,TRUE,6,2
221,251,4/29/2025 20:04,2772.799805,52.65738129,0.178232849,2974.101563,54.53532399,0.126603782,192,0.003583506,0.176002005,6.56E-05,3,mean,relu,FALSE,TRUE,6,2
222,224,4/29/2025 20:04,2795.242432,52.87005231,0.171581626,2974.570068,54.53961925,0.126466215,192,0.002953481,0.186140509,5.85E-05,3,mean,relu,FALSE,TRUE,6,2
223,186,4/29/2025 20:04,2762.15918,52.55624777,0.181386411,2975.054199,54.54405741,0.126323998,192,0.004103874,0.177141172,5.30E-05,3,mean,relu,FALSE,TRUE,6,2
224,213,4/29/2025 20:04,2771.092041,52.64116299,0.178738952,2975.209961,54.54548525,0.126278281,192,0.004033026,0.209547877,7.17E-05,3,mean,relu,FALSE,TRUE,8,2
225,117,4/29/2025 20:04,2795.973877,52.87696925,0.171364844,2976.10376,54.55367778,0.126015842,192,0.003478805,0.225431506,4.39E-05,3,mean,relu,FALSE,TRUE,6,2
226,225,4/29/2025 20:04,2772.472168,52.65427018,0.178329885,2976.29126,54.55539625,0.125960767,192,0.003571618,0.198286182,6.16E-05,3,mean,relu,FALSE,TRUE,8,2
227,210,4/29/2025 20:04,2800.888184,52.9234181,0.169908345,2976.406738,54.5564546,0.125926793,160,0.003073676,0.173143844,5.95E-05,3,mean,relu,FALSE,TRUE,8,2
228,265,4/29/2025 20:04,2784.108887,52.76465566,0.17488116,2976.816895,54.56021348,0.125806332,192,0.003505713,0.169627809,1.01E-05,3,mean,relu,FALSE,TRUE,6,2
229,146,4/29/2025 20:04,2792.510986,52.84421431,0.172391117,2976.844238,54.56046406,0.125798345,160,0.004471822,0.232895366,4.75E-05,3,mean,relu,FALSE,TRUE,4,2
230,289,4/29/2025 20:04,2776.294678,52.69055587,0.177197099,2977.64917,54.56784007,0.125561953,192,0.003630358,0.175242468,6.21E-05,3,mean,relu,FALSE,TRUE,6,2
231,239,4/29/2025 20:04,2768.037598,52.61214306,0.179644227,2978.895996,54.57926343,0.125195861,192,0.003810689,0.165735002,2.82E-05,3,mean,relu,FALSE,TRUE,6,2
232,91,4/29/2025 20:04,2782.472412,52.74914608,0.175366163,2978.962891,54.57987624,0.125176191,192,0.003623541,0.16367157,7.08E-05,3,mean,relu,FALSE,TRUE,8,2
233,151,4/29/2025 20:04,2791.916504,52.83858916,0.172567308,2979.365234,54.58356194,0.125057995,192,0.003657936,0.178708255,4.99E-05,3,mean,relu,FALSE,TRUE,8,2
234,54,4/29/2025 20:04,2764.602295,52.5794855,0.180662274,2980.030273,54.58965354,0.124862731,192,0.003822336,0.195786376,4.48E-05,3,mean,relu,FALSE,TRUE,6,2
235,219,4/29/2025 20:04,2806.635986,52.97769329,0.168204844,2980.075439,54.59006722,0.124849439,192,0.003415028,0.196050689,5.65E-05,3,mean,relu,FALSE,TRUE,6,2
236,209,4/29/2025 20:04,2744.288818,52.38596013,0.186682582,2980.371094,54.59277511,0.124762595,192,0.003510188,0.18823612,2.51E-05,4,mean,relu,FALSE,TRUE,6,2
237,144,4/29/2025 20:04,2770.6604,52.63706299,0.178866863,2980.900146,54.59762034,0.124607265,192,0.003964154,0.178447198,8.95E-05,3,mean,relu,FALSE,TRUE,6,2
238,94,4/29/2025 20:04,2788.872803,52.80977942,0.173469305,2981.583496,54.60387803,0.124406517,192,0.004082468,0.247931497,6.54E-05,3,mean,relu,FALSE,TRUE,6,2
239,115,4/29/2025 20:04,2802.963867,52.94302473,0.169293165,2981.645996,54.60445033,0.124388278,192,0.00342993,0.184108346,4.92E-05,3,mean,relu,FALSE,TRUE,6,2
240,140,4/29/2025 20:04,2812.439453,53.03243774,0.166484952,2981.783936,54.6057134,0.124347746,128,0.003358252,0.167794939,6.67E-05,3,mean,relu,FALSE,TRUE,8,2
241,50,4/29/2025 20:04,2785.189941,52.77489878,0.174560785,2984.000244,54.62600337,0.123696864,192,0.003112801,0.171634982,5.88E-05,3,mean,relu,FALSE,TRUE,8,2
242,212,4/29/2025 20:04,2759.628662,52.53216788,0.182136357,2984.144287,54.6273218,0.123654604,192,0.004138153,0.217921874,8.70E-05,4,mean,relu,FALSE,TRUE,8,2
243,242,4/29/2025 20:04,2776.056885,52.68829932,0.177267551,2984.193604,54.62777319,0.12364006,192,0.003492409,0.169383926,3.13E-05,3,mean,relu,FALSE,TRUE,6,2
244,120,4/29/2025 20:04,2793.415283,52.85276987,0.172123075,2984.364258,54.62933514,0.123589933,192,0.003281733,0.202418005,7.21E-05,3,mean,relu,FALSE,TRUE,4,2
245,68,4/29/2025 20:04,2782.070557,52.74533682,0.175485253,2984.400391,54.62966585,0.123579323,192,0.003883731,0.236844265,4.87E-05,3,mean,relu,FALSE,TRUE,8,2
